번호,종목코드,종목명,시장구분,증권구분,주식종류,상장일,폐지일,폐지사유,정리매매기간_시작일,정리매매기간_종료일,업종,액면가,상장주식수,이전상장후_종목코드,이전상장후_종목명
"1387","037240","평안물산","KOSDAQ","주권","보통주","1999/12/14","2012/06/01","감사의견거절(감사범위제한)","2012/05/22","2012/05/31","IT부품","500","1714200",,
"1388","065310","JH코오스","KOSDAQ","주권","보통주","2002/07/19","2012/05/31","기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2012/05/21","2012/05/30","섬유·의류","500","38377223",,
"1389","0366321W","온세텔레콤 3WR","KOSDAQ","신주인수권증권","보통주","2010/03/10","2012/05/29","신주인수권 행사기간 만료",,,,"0","39246200","036630","세종텔레콤"
"1390","108890","거북선4호","KOSPI","선박투자회사","보통주","2009/03/06","2012/05/24","신청에 의한 상장폐지",,,"서비스업","5000","3042710",,
"1391","001310","풍림산업","KOSPI","주권","보통주","1978/11/30","2012/05/18","최종부도발생","2012/05/09","2012/05/17","건설업","5000","21520000",,
"1392","053040","블루젬디앤씨","KOSDAQ","주권","보통주","2001/08/09","2012/05/17","감사의견거절(감사범위 제한 및 계속기업존속 불확실성)","2012/05/08","2012/05/16","화학","500","12289414",,
"1393","0014421W","대한전선 1WR","KOSPI","신주인수권증권","보통주","2009/06/23","2012/05/07","신주인수권증권 행사기간 및 행사의 만료",,,,"0","15172492","001440","대한전선"
"1394","050470","CT&T","KOSDAQ","주권","보통주","2002/04/23","2012/05/01","감사 의견거절(감사범위 제한)","2012/04/20","2012/04/30","운송장비·부품","500","27403947",,
"1395","066690","보광티에스","KOSDAQ","주권","보통주","2008/10/06","2012/05/01","감사의견 거절(감사범위 제한 및 계속기업존속불확실성)","2012/04/20","2012/04/30","금속","500","37833749",,
"1396","015200","비앤비성원","KOSDAQ","주권","보통주","1997/01/17","2012/05/01","감사의견거절(감사범위제한)","2012/04/20","2012/04/30","금속","500","153649804",,
"1397","040740","아인스M&M","KOSDAQ","주권","보통주","2004/01/28","2012/05/01","감사의견거절(감사범위 제한 및 계속기업존속 불확실성)","2012/04/20","2012/04/30","유통","100","29217403",,
"1398","065610","폴리플러스","KOSDAQ","주권","보통주","2002/12/06","2012/05/01","감사의견거절(감사범위제한)","2012/04/20","2012/04/30","화학","500","39540291",,
"1399","0029921W","금호산업 2WR","KOSPI","신주인수권증권","보통주","2009/06/12","2012/04/30","신주인수권증권 행사기간 및 행사의 만료",,,,"0","4503070","002990","금호건설"
"1400","0168821W","웅진홀딩스 1WR","KOSPI","신주인수권증권","보통주","2009/06/05","2012/04/30","신주인수권증권 행사기간 및 행사의 만료",,,,"0","11039187","016880","웅진"
"1401","045470","에이프로테크놀로지","KOSDAQ","주권","보통주","2000/07/27","2012/04/24","사업보고서 법정제출기한 익일부터 10일 이내 미제출 등","2012/04/13","2012/04/23","의료·정밀기기","500","5162723",,
"1402","068630","에피밸리","KOSDAQ","주권","보통주","2005/10/27","2012/04/24","사업보고서 법정제출기한 익일부터 10일 이내 미제출","2012/04/13","2012/04/23","IT부품","500","4264236",,
"1403","0163821W","동부제철 1WR","KOSPI","신주인수권증권","보통주","2009/06/01","2012/04/23","신주인수권증권 행사기간 및 행사의 만료",,,,"0","3580094","016380","KG스틸"
"1404","0163822W","동부제철 2WR","KOSPI","신주인수권증권","보통주","2010/08/16","2012/04/23","신주인수권증권 행사기간 및 행사의 만료",,,,"0","1872647","016380","KG스틸"
"1405","098150","한국아태특별","KOSPI","투자회사","보통주","2007/09/05","2012/04/23","해산 사유 발생",,,"기타금융","무액면","7328373",,
"1406","002670","미주제강","KOSDAQ","주권","보통주","1995/01/04","2012/04/17","발행한 어음 또는 수표가 주거래은행에 의하여 최종부도로 결정되거나 거래은행에 의한 거래 정지","2012/04/05","2012/04/16","금속","500","44179882",,
"1407","101790","케이알제2호","KOSPI","부동산투자회사","보통주","2008/05/08","2012/04/17","자본잠식(자본금의 50/100이상 잠식) 2년 계속","2012/04/05","2012/04/16","서비스업","5000","5000000",,
"1408","052350","코아에스앤아이","KOSDAQ","주권","보통주","2001/07/20","2012/04/17","감사의견거절(감사범위 제한)","2012/04/05","2012/04/16","컴퓨터서비스","500","6952005",,
"1409","042340","대국","KOSDAQ","주권","보통주","2000/06/22","2012/04/13","최근3사업연도중2사업연도자기자본 50%초과법인세비용차감전손실발생","2012/04/03","2012/04/12","유통","500","13681787",,
"1410","056710","미리넷","KOSDAQ","주권","보통주","2002/01/10","2012/04/13","자본전액잠식","2012/04/03","2012/04/12","통신장비","500","55592019",,
"1411","094700","미성포리테크","KOSDAQ","주권","보통주","2007/12/20","2012/04/13","자본전액잠식","2012/04/03","2012/04/12","IT부품","500","12544054",,
"1412","056010","아이스테이션","KOSDAQ","주권","보통주","2002/08/13","2012/04/13","자본전액잠식 등","2012/04/03","2012/04/12","정보기기","500","23507337",,
"1413","015390","엘앤씨피","KOSDAQ","주권","보통주","2001/08/09","2012/04/13","감사의견거절(감사범위제한)","2012/04/03","2012/04/12","화학","100","34810061",,
"1414","089480","평산","KOSDAQ","주권","보통주","2006/08/22","2012/04/13","감사의견거절(감사범위제한)","2012/04/03","2012/04/12","금속","500","21419242",,
"1415","0732421W","금호타이어 1WR","KOSPI","신주인수권증권","보통주","2011/04/12","2012/04/12","신주인수권증권 행사기간 및 행사의 만료",,,,"0","3998389","073240","금호타이어"
"1416","01520211","비앤비성원 6WR","KOSDAQ","신주인수권증권","보통주","2011/04/28","2012/04/04","기초주권의 관리종목 지정","2012/03/26","2012/04/03",,"0","6750082",,
"1417","707016T4","동양베트남1","KOSPI","수익증권","보통주","2007/06/29","2012/03/30","수익증권 기타(공익과 투자자 보호)",,,,"5000","29076145","047160","우리자산운용"
"1418","037320","시노펙스그린테크","KOSDAQ","주권","보통주","2002/09/17","2012/03/19","피흡수합병",,,"유통","500","75710749",,
"1419","114130","거북선5호","KOSPI","선박투자회사","보통주","2009/10/01","2012/03/02","신청에 의한 상장폐지",,,"서비스업","5000","1610000",,
"1420","114140","거북선6호","KOSPI","선박투자회사","보통주","2009/10/01","2012/03/02","신청에 의한 상장폐지",,,"서비스업","5000","1190000",,
"1421","134000","거북선7호","KOSPI","선박투자회사","보통주","2010/11/10","2012/03/02","신청에 의한 상장폐지",,,"서비스업","5000","2000006",,
"1422","0205621W","아시아나항공 1 WR","KOSPI","신주인수권증권","보통주","2009/04/10","2012/03/02","신주인수권증권 행사기간 및 행사의 만료",,,,"0","6669397","020560","아시아나항공"
"1423","0002721W","기아자동차 1 WR","KOSPI","신주인수권증권","보통주","2009/04/01","2012/02/20","신주인수권증권 행사기간 및 행사의 만료",,,,"0","757522","000270","기아"
"1424","088960","씨티엘테크","KOSDAQ","주권","보통주","2006/06/30","2012/02/08","기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2012/01/30","2012/02/07","IT부품","500","21239310",,
"1425","037380","에이원마이크로","KOSDAQ","주권","보통주","2000/01/27","2012/02/01","기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2012/01/19","2012/01/31","일반전기전자","500","22142787",,
"1426","046720","엔하이테크","KOSDAQ","주권","보통주","2002/10/10","2012/02/01","기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2012/01/19","2012/01/31","IT부품","500","15936242",,
"1427","093820","한국유전15-1","KOSPI","투자회사","보통주","2007/01/02","2012/02/01","해산 사유 발생",,,"기타금융","무액면","40820000",,
"1428","0020221W","코오롱 4WR","KOSPI","신주인수권증권","보통주","2009/03/04","2012/01/27","신주인수권증권 행사기간 및 행사의 만료",,,,"0","185254","002020","코오롱"
"1429","12011210","코오롱인더스트리 2WR","KOSPI","신주인수권증권","보통주","2010/02/01","2012/01/27","신주인수권증권 행사기간 및 행사의 만료",,,,"0","5872","120110","코오롱인더"
"1430","061050","지앤디윈텍","KOSDAQ","주권","보통주","2003/01/06","2012/01/20","기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2012/01/11","2012/01/19","일반전기전자","500","13386115",,
"1431","032930","에이스앤파트너스","KOSDAQ","주권","보통주","1997/07/14","2012/01/18","피흡수합병",,,"통신장비","500","16893659",,
"1432","022520","코오롱아이넷","KOSPI","주권","보통주","2011/07/19","2012/01/11","해산 사유 발생",,,"유통업","500","81481540",,
"1433","025340","그린기술투자","KOSDAQ","주권","보통주","2000/05/04","2011/12/28","기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2011/12/19","2011/12/27","금융","500","19784978",,
"1434","061140","엘앤피아너스","KOSDAQ","주권","보통주","2004/10/29","2011/12/28","기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 결정","2011/12/19","2011/12/27","통신장비","500","53203854",,
"1435","025970","알덱스","KOSDAQ","주권","보통주","1995/09/07","2011/12/20","피흡수합병",,,"금속","500","122666326",,
"1436","054120","더체인지","KOSDAQ","주권","보통주","2002/06/18","2011/12/15","피흡수합병",,,"오락·문화","500","114780987",,
"1437","090090","디앤샵","KOSDAQ","주권","보통주","2006/06/12","2011/12/15","피흡수합병",,,"인터넷","500","10849178",,
"1438","09470210","미성포리테크 3WR","KOSDAQ","신주인수권증권","보통주","2010/12/17","2011/12/13","기초주권의 관리종목지정","2011/12/02","2011/12/12",,"0","3778982",,
"1439","026220","에스티씨라이프","KOSDAQ","주권","보통주","1995/10/06","2011/11/29","기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2011/11/18","2011/11/28","유통","500","50503201",,
"1440","701016SB","한국베트남혼합2","KOSPI","수익증권","보통주","2007/02/28","2011/11/29","수익증권 기타(공익과 투자자 보호)",,,,"5000","24830090","047240","한국투자신탁운용"
"1441","037540","네스테크","KOSDAQ","주권","보통주","1999/12/21","2011/11/26","기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2011/11/17","2011/11/25","의료·정밀기기","500","63702412",,
"1442","900020","코웰이홀딩스","KOSDAQ","외국주권","보통주","2008/01/29","2011/11/26","상장폐지신청('11.10.27)","2011/11/17","2011/11/25","기타서비스","0.1","30000000",,
"1443","094520","맵스베트남1","KOSPI","투자회사","보통주","2007/02/01","2011/11/24","신청에 의한 상장폐지",,,"기타금융","무액면","24360821",,
"1444","052810","아시아미디어홀딩스","KOSDAQ","주권","보통주","2001/12/13","2011/11/22","기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2011/11/11","2011/11/21","소프트웨어","500","32287232",,
"1445","74001AV5","도이치 와인펀드","KOSPI","수익증권","보통주","2008/07/16","2011/11/21","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"5000","627406","071750","도이치투자신탁운용"
"1446","0085421W","케이비물산 1WR","KOSPI","신주인수권증권","보통주","2009/09/21","2011/11/08","주권의 상장폐지 또는 관리종목지정기준에 해당(신주인수권증권)",,,,"0","2545779",,
"1447","950030","네프로아이티","KOSDAQ","주식예탁증권","보통주","2009/04/24","2011/11/05","기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2011/10/27","2011/11/04",,"무액면","6600000",,
"1448","00241210","범양건영 2WR","KOSPI","신주인수권증권","보통주","2010/11/16","2011/11/04","회생절차법인의 상장적격성 불인정",,,,"0","4985640","002410","범양건영"
"1449","037550","클라스타","KOSDAQ","주권","보통주","2002/01/17","2011/10/26","자본잠식률 50% 이상으로 관리종목 지정 후, 최근 반기의 재무제표에 대한 감사인의 감사의견 거절","2011/10/17","2011/10/25","정보기기","500","1645185",,
"1450","040180","대양글로벌","KOSDAQ","주권","보통주","2000/07/20","2011/10/25","감사의견거절(감사범위 제한)","2011/10/17","2011/10/24","컴퓨터서비스","500","29348084",,
"1451","024100","제일저축은행","KOSPI","주권","보통주","1997/02/12","2011/10/14","자본전액잠식","2011/10/05","2011/10/13","기타금융","5000","12860000",,
"1452","026540","제일창투","KOSDAQ","주권","보통주","2000/06/20","2011/10/14","감사의견거절(감사범위제한)","2011/10/06","2011/10/13","금융","500","68000000",,
"1453","037700","토자이홀딩스","KOSDAQ","주권","보통주","1999/12/24","2011/10/12","기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2011/09/30","2011/10/11","유통","500","49347660",,
"1454","054010","선팩테크","KOSDAQ","주권","보통주","2001/10/23","2011/10/06","감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력에 대한 불확실성)","2011/09/26","2011/10/05","IT부품","500","28612751",,
"1455","042870","에코페트로시스템","KOSDAQ","주권","보통주","2000/06/27","2011/10/06","감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력에 대한 불확실성)","2011/09/26","2011/10/05","유통","500","8533338",,
"1456","103150","하이트맥주","KOSPI","주권","보통주","2008/07/30","2011/09/26","해산 사유 발생",,,"음식료품","5000","9563918",,
"1457","103155","하이트맥주우","KOSPI","주권","구형우선주","2008/07/30","2011/09/26","해산 사유 발생",,,"음식료품","5000","372935",,
"1458","081090","씨모텍","KOSDAQ","주권","보통주","2007/11/14","2011/09/23","감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력에 대한 불확실성) 등","2011/09/14","2011/09/22","통신장비","500","26500184",,
"1459","052880","큐앤에스","KOSDAQ","주권","보통주","2001/07/24","2011/09/23","상장폐지사유 발생","2011/09/14","2011/09/22","기타서비스","500","49313688",,
"1460","036840","히스토스템","KOSDAQ","주권","보통주","1999/12/24","2011/09/15","기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성등을 종합적으로 고려하여 상장폐지가  필요하다고 인정","2011/09/02","2011/09/14","기타서비스","500","29675245",,
"1461","023020","동양매직","KOSDAQ","주권","보통주","2000/07/20","2011/09/14","피흡수합병",,,"일반전기전자","5000","8400000",,
"1462","047600","세계투어","KOSDAQ","주권","보통주","2001/01/11","2011/09/09","자본잠식률 50% 이상으로 관리종목 지정 후 반기보고서 법정제출기한 익일부터 10일이내 반기검토(감사)보고서 미제출","2011/08/31","2011/09/08","기타서비스","500","1730357",,
"1463","066340","케이에스알","KOSDAQ","주권","보통주","2003/02/07","2011/09/09","자본잠식률 50% 이상으로 관리종목 지정 후 반기보고서 법정제출기한 익일부터 10일 이내 반기 검토(감사)보고서 미제출","2011/08/31","2011/09/08","통신장비","500","72493060",,
"1464","036550","에이스디지텍","KOSDAQ","주권","보통주","2003/01/07","2011/08/22","피흡수합병",,,"IT부품","500","23206211",,
"1465","050640","이룸지엔지","KOSDAQ","주권","보통주","2005/08/05","2011/08/20","기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정","2011/08/10","2011/08/19","운송장비·부품","500","45579387",,
"1466","0045521W","대우차판매 2WR","KOSPI","신주인수권증권","보통주","2009/05/12","2011/08/16","주권의 상장폐지 또는 관리종목지정기준에 해당(신주인수권증권)",,,,"0","6575897",,
"1467","022520","코오롱아이넷","KOSPI","주권","보통주","2001/09/13","2011/07/19","유가증권시장 상장",,,"유통업","500","81481540",,
"1468","016510","현대DSF","KOSPI","주권","보통주","1994/12/27","2011/07/18","해산 사유 발생",,,"유통업","5000","9000000",,
"1469","701016S6","한국베트남혼합1","KOSPI","수익증권","보통주","2006/09/26","2011/06/30","수익증권 기타(공익과 투자자 보호)",,,,"5000","14897665","047240","한국투자신탁운용"
"1470","034600","글로웍스","KOSDAQ","주권","보통주","1999/12/07","2011/06/29","자본잠식률 50%이상으로 관리종목 지정 후 반기 재무제표에 대한 감사의견 거절","2011/06/20","2011/06/28","기타서비스","500","17360288",,
"1471","105380","다산리츠","KOSPI","부동산투자회사","보통주","2010/09/09","2011/06/24","감사의견 의견거절","2011/06/15","2011/06/23","서비스업","1000","22000000",,
"1472","052510","에코솔루션","KOSDAQ","주권","보통주","2001/12/18","2011/06/16","감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력에 대한 불확실성)","2011/06/07","2011/06/15","기타서비스","500","62283910",,
"1473","039350","헤파호프","KOSDAQ","주권","보통주","2000/12/07","2011/06/16","기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2011/06/07","2011/06/15","제약","500","34120221",,
"1474","031950","에듀패스","KOSDAQ","주권","보통주","1996/12/23","2011/06/09","기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정","2011/05/30","2011/06/08","기타서비스","500","24138093",,
"1475","005270","대구은행","KOSPI","주권","보통주","1972/05/12","2011/06/07","지주회사의 완전자회사화(지주회사 신규상장)",,,"은행","5000","132125000",,
"1476","071955","코아스웰1우B","KOSPI","주권","신형우선주","2007/04/20","2011/05/26","종목별 상장폐지신청",,,"기타제조업","500","2173913","071950","코아스"
"1477","004620","캠브리지코오롱","KOSPI","주권","보통주","1988/05/19","2011/05/17","해산 사유 발생",,,"섬유의복","5000","4867732",,
"1478","014590","티엘씨레저","KOSPI","주권","보통주","2000/01/06","2011/05/13","감사의견 의견거절","2011/05/02","2011/05/12","서비스업","500","77079581",,
"1479","017170","훈영","KOSPI","주권","보통주","1995/07/08","2011/05/13","감사의견 의견거절","2011/05/02","2011/05/12","서비스업","500","2670326",,
"1480","038710","BRN사이언스","KOSDAQ","주권","보통주","2002/02/19","2011/05/07","감사의견거절(계속기업으로서의 존속능력에 대한 불확실성)","2011/04/27","2011/05/06","제약","500","15226169",,
"1481","072530","나이스메탈","KOSDAQ","주권","보통주","2003/12/05","2011/05/07","감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력에 대한 불확실성)","2011/04/27","2011/05/06","금속","500","42517906",,
"1482","030420","디패션","KOSDAQ","주권","보통주","1997/07/04","2011/05/07","감사의견 부적정","2011/04/27","2011/05/06","디지털컨텐츠","500","4048022",,
"1483","033850","지노시스템","KOSDAQ","주권","보통주","1998/05/25","2011/05/07","감사의견거절(감사범위제한)","2011/04/27","2011/05/06","기계·장비","500","8541871",,
"1484","033855","지노시스템우","KOSDAQ","주권","신형우선주","2001/09/21","2011/05/07","감사의견거절(감사범위제한)","2011/04/27","2011/05/06","기계·장비","500","1135",,
"1485","019430","넥서스투자","KOSDAQ","주권","보통주","1989/12/08","2011/04/29","감사의견거절(감사범위제한)","2011/04/20","2011/04/28","금융","500","80425575",,
"1486","054150","뉴젠아이씨티","KOSDAQ","주권","보통주","2001/11/08","2011/04/29","감사의견거절(감사범위제한)","2011/04/20","2011/04/28","유통","500","20913717",,
"1487","088810","맥스브로","KOSDAQ","주권","보통주","2006/04/17","2011/04/29","감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력에 대한 불확실성)","2011/04/20","2011/04/28","화학","1000","7849967",,
"1488","017160","세븐코스프","KOSDAQ","주권","보통주","1992/09/07","2011/04/29","감사의견거절(감사범위제한 및 계속기업으로서의 존속능력에 대한 불확실성)","2011/04/20","2011/04/28","음식료·담배","500","54021124",,
"1489","054170","엔빅스","KOSDAQ","주권","보통주","2001/10/11","2011/04/29","감사의견거절(감사범위 제한)","2011/04/20","2011/04/28","컴퓨터서비스","500","20239997",,
"1490","039040","유니텍전자","KOSDAQ","주권","보통주","2000/03/21","2011/04/29","감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력에 대한 불확실성)","2011/04/20","2011/04/28","유통","500","8034237",,
"1491","043630","지앤알","KOSDAQ","주권","보통주","2000/07/04","2011/04/29","감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력에 대한 불확실성)","2011/04/20","2011/04/28","IT부품","500","60333797",,
"1492","016160","오라바이오틱스","KOSPI","주권","보통주","1989/06/26","2011/04/26","공시서류 미제출(사업보고서) 후 10일이내 미제출","2011/04/15","2011/04/25","전기전자","100","3894845",,
"1493","016167","오라바이오틱스2우B","KOSPI","주권","신형우선주","2008/10/14","2011/04/26","공시서류 미제출(사업보고서) 후 10일이내 미제출","2011/04/15","2011/04/25","전기전자","100","27376",,
"1494","032290","알티전자","KOSDAQ","주권","보통주","1997/03/15","2011/04/23","사업보고서 법정제출기한 익일부터 10일 이내 미제출","2011/04/14","2011/04/22","IT부품","500","23538934",,
"1495","049690","포휴먼","KOSDAQ","주권","보통주","2002/01/08","2011/04/23","사업보고서 법정제출기한 익일부터 10일이내 미제출","2011/04/14","2011/04/22","기타서비스","500","17122728",,
"1496","037020","한와이어리스","KOSDAQ","주권","보통주","1999/11/16","2011/04/23","사업보고서 법정제출기한 익일부터 10일이내 미제출","2011/04/14","2011/04/22","인터넷","500","16614628",,
"1497","060750","제이콤","KOSDAQ","주권","보통주","2002/04/11","2011/04/16","최종부도 발생","2011/04/07","2011/04/15","통신장비","500","42818215",,
"1498","005350","봉신","KOSPI","주권","보통주","1988/08/12","2011/04/15","자본전액잠식","2011/04/06","2011/04/14","운수창고업","500","1971889",,
"1499","013240","셀런","KOSPI","주권","보통주","1996/07/31","2011/04/15","자본전액잠식","2011/04/06","2011/04/14","전기전자","500","61436176",,
"1500","031990","대선조선","KOSDAQ","주권","보통주","1997/01/07","2011/04/13","자본전액잠식 등","2011/04/04","2011/04/12","운송장비·부품","5000","506000",,
"1501","043680","스톰이앤에프","KOSDAQ","주권","보통주","2000/07/27","2011/04/13","자본전액잠식 등","2011/04/04","2011/04/12","오락·문화","500","15750730",,
"1502","048640","엠엔에프씨","KOSDAQ","주권","보통주","2001/01/09","2011/04/13","자본전액잠식 등","2011/04/04","2011/04/12","화학","500","3608171",,
"1503","030030","중앙디자인","KOSDAQ","주권","보통주","2001/12/04","2011/04/13","자본전액잠식","2011/04/04","2011/04/12","기타서비스","500","61825853",,
"1504","019120","경윤하이드로","KOSDAQ","주권","보통주","1992/12/18","2011/04/06","기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2011/03/28","2011/04/05","기계·장비","500","88519887",,
"1505","06863220","에피밸리 4WR","KOSDAQ","신주인수권증권","보통주","2011/01/14","2011/04/02","기초주권의 관리종목지정","2011/03/24","2011/04/01",,"0","2141637",,
"1506","005280","부산은행","KOSPI","주권","보통주","1972/06/15","2011/03/30","지주회사의 완전자회사화(지주회사 신규상장)",,,"은행","5000","186683650",,
"1507","037150","CJ인터넷","KOSDAQ","주권","보통주","1999/12/24","2011/03/22","씨제이이앤엠(주)에 피흡수합병",,,"인터넷","500","22801263",,
"1508","056200","엠넷미디어","KOSDAQ","주권","보통주","2002/01/29","2011/03/22","씨제이이앤엠(주)에 피흡수합병",,,"방송서비스","500","65170746",,
"1509","045710","온미디어","KOSPI","주권","보통주","2006/07/03","2011/03/22","해산 사유 발생",,,"서비스업","500","118097990",,
"1510","0727121V","농심홀딩스 2WR","KOSPI","신주인수권증권","보통주","2009/09/28","2011/03/09","신주인수권증권 행사기간 및 행사의 만료",,,,"0","958861","072710","농심홀딩스"
"1511","032380","핸디소프트","KOSDAQ","주권","보통주","1999/11/23","2011/03/03","기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2011/02/21","2011/03/02","소프트웨어","500","52093484",,
"1512","009720","전기초자","KOSPI","주권","보통주","1995/12/21","2011/02/16","신청에 의한 상장폐지","2011/02/07","2011/02/15","비금속광물","5000","8073375",,
"1513","046240","에스브이에이치","KOSDAQ","주권","보통주","2000/11/07","2011/02/12","기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2011/01/31","2011/02/11","인터넷","500","44919523",,
"1514","735017S8","GB특별17호","KOSPI","수익증권","보통주","2006/11/07","2011/02/10","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"5000","13901416","086070","골든브릿지자산운용"
"1515","084450","세실","KOSDAQ","주권","보통주","2007/11/20","2011/02/10","감사의견거절(범위제한 및 계속기업 존속 불확실성)","2011/01/27","2011/02/09","제약","500","12299995",,
"1516","004149","동방전환상환3우B","KOSPI","주권","신형우선주","2007/09/13","2011/01/21","종목별 상장폐지신청",,,"운수창고업","1000","1436780","004140","동방"
"1517","051820","아이피에스","KOSDAQ","주권","보통주","2005/11/11","2011/01/14","피흡수합병",,,"반도체","500","16594003",,
"1518","088020","네이쳐글로벌","KOSDAQ","주권","보통주","2006/12/19","2011/01/08","기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2010/12/29","2011/01/07","반도체","500","64777386",,
"1519","094950","지비베트남1","KOSPI","투자회사","보통주","2007/05/08","2011/01/05","해산 사유 발생",,,"기타금융","무액면","8532512",,
"1520","738017T4","칸서스사할린","KOSPI","수익증권","보통주","2007/06/27","2011/01/05","존속기간 만료",,,,"5000","8000000","082410","칸서스"
"1521","082110","동북아8호","KOSPI","선박투자회사","보통주","2005/02/22","2011/01/04","종목별 상장폐지신청",,,"서비스업","5000","2381200",,
"1522","086720","코크렙7호","KOSPI","부동산투자회사","보통주","2005/11/11","2010/12/29","존속기간 만료",,,"서비스업","5000","12000000",,
"1523","088010","동북아21호","KOSPI","선박투자회사","보통주","2006/01/27","2010/12/28","존속기간 만료",,,"서비스업","5000","129996",,
"1524","735017R6","골든특별8호","KOSPI","수익증권","보통주","2005/09/15","2010/12/24","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"5000","13000062","086070","골든브릿지자산운용"
"1525","052210","엠씨티티코어","KOSDAQ","주권","보통주","2002/12/23","2010/12/04","기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2010/11/25","2010/12/03","통신장비","500","27080420",,
"1526","101380","거북선2호","KOSPI","선박투자회사","보통주","2008/04/25","2010/12/03","신청에 의한 상장폐지",,,"서비스업","5000","2757190",,
"1527","102000","거북선3호","KOSPI","선박투자회사","보통주","2008/04/25","2010/12/03","신청에 의한 상장폐지",,,"서비스업","5000","1218640",,
"1528","047450","이앤텍","KOSDAQ","주권","보통주","2000/11/23","2010/11/30","기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2010/11/19","2010/11/29","IT부품","500","81581416",,
"1529","0300321W","중앙디자인 4WR","KOSDAQ","신주인수권증권","보통주","2010/01/06","2010/11/30","기초주권의 관리종목지정","2010/11/19","2010/11/29",,"0","16491848",,
"1530","078420","동북아1호","KOSPI","선박투자회사","보통주","2004/09/17","2010/11/29","신청에 의한 상장폐지",,,"서비스업","5000","3222000",,
"1531","048140","태광이엔시","KOSDAQ","주권","보통주","2001/04/26","2010/11/25","기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2010/11/16","2010/11/24","일반전기전자","500","39417220",,
"1532","044640","동부CNI","KOSDAQ","주권","보통주","2001/01/11","2010/11/22","피흡수합병",,,"컴퓨터서비스","500","24921042",,
"1533","048510","테스텍","KOSDAQ","주권","보통주","2001/06/14","2010/11/10","최근 사업연도말 기준으로 자본잠식률 100분의 50 이상 및 자기자본 10억원 미만의 사유로 관리종목으로 지정된 후 최근 반기말 외부감사인의 감사보고서상 계속기업 존속능력에 대한 불확실성으로 인한 의견거절 발생","2010/11/01","2010/11/09","반도체","500","14501677",,
"1534","070080","하이드로젠파워","KOSDAQ","주권","보통주","2002/12/13","2010/11/06","최종부도","2010/10/28","2010/11/05","운송장비·부품","500","53599355",,
