번호,종목코드,종목명,시장구분,증권구분,주식종류,상장일,폐지일,폐지사유,정리매매기간_시작일,정리매매기간_종료일,업종,액면가,상장주식수,이전상장후_종목코드,이전상장후_종목명
"943","240540","한국4호스팩","KOSDAQ","주권","보통주","2016/06/22","2019/01/29","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2019/01/18","2019/01/28","금융","100","5500000",,
"944","900090","차이나하오란","KOSDAQ","외국주권","보통주","2010/02/05","2019/01/02","제28조제1항제9호에 따라 관리종목 지정 후 공시규정 제19조 제1항에 따른 분기보고서 법정기한 내 미제출","2018/12/19","2018/12/28","금융","무액면","94000000",,
"945","11481216","아이원스 5WR","KOSDAQ","신주인수권증권","보통주","2016/02/05","2018/12/24","신주인수권 행사기간 만료",,,,"0","534166","114810","한솔아이원스"
"946","004130","대덕GDS","KOSPI","주권","보통주","1987/08/10","2018/12/19","해산 사유 발생",,,"전기전자","500","20575613",,
"947","004135","대덕GDS우","KOSPI","주권","구형우선주","1988/10/21","2018/12/19","해산 사유 발생",,,"전기전자","500","2160000",,
"948","002000","한국유리","KOSPI","주권","보통주","1969/06/27","2018/12/13","신청에 의한 상장폐지","2018/12/04","2018/12/12","비금속광물","5000","10079660",,
"949","002005","한국유리우","KOSPI","주권","구형우선주","1989/12/20","2018/12/13","신청에 의한 상장폐지","2018/12/04","2018/12/12","비금속광물","5000","454767",,
"950","167380","나무기술","KONEX","주권","보통주","2016/11/28","2018/12/11","피흡수합병",,,"-","500","2312300",,
"951","272420","극동자동화","KONEX","주권","보통주","2017/06/28","2018/11/15","상장폐지 신청('18.11.5)",,,"-","500","500000",,
"952","242420","본느","KONEX","주권","보통주","2016/05/16","2018/10/29","피흡수합병",,,"-","500","3242700",,
"953","192530","광주은행","KOSPI","주권","보통주","2014/05/22","2018/10/26","지주회사(최대주주등)의 완전자회사화 등",,,"은행","5000","51316057",,
"954","194610","우성아이비","KOSDAQ","주권","보통주","2014/06/10","2018/10/12","감사의견거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성)","2018/09/28","2018/10/11","기타제조","100","21570000",,
"955","155960","지디","KOSDAQ","주권","보통주","2013/02/13","2018/10/12","감사의견 거절(감사범위 제한)","2018/09/28","2018/10/11","IT부품","500","18709617",,
"956","232270","케이비제9호스팩","KOSDAQ","주권","보통주","2016/02/29","2018/10/12","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2018/10/01","2018/10/11","금융","100","13815700",,
"957","235010","하이에이아이1호스팩","KOSDAQ","주권","보통주","2016/03/04","2018/10/12","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2018/10/01","2018/10/11","금융","100","4950000",,
"958","032040","C&S자산관리","KOSDAQ","주권","보통주","1997/01/23","2018/10/11","감사의견거절(범위제한 및 계속기업 존속능력에 대한 불확실성)","2018/09/28","2018/10/10","기타서비스","2500","10913968",,
"959","081970","넥스지","KOSDAQ","주권","보통주","2007/08/20","2018/10/11","감사의견거절(감사범위제한)","2018/09/28","2018/10/10","소프트웨어","500","8070924",,
"960","047440","레이젠","KOSDAQ","주권","보통주","2001/11/20","2018/10/11","감사의견거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성)","2018/09/28","2018/10/10","IT부품","500","29146629",,
"961","110660","세신버팔로","KONEX","주권","보통주","2014/12/08","2018/10/11","지정자문인 선임계약 해지 후 30일이내 미체결(2018.9.20限)","2018/09/28","2018/10/10","-","500","6000000",,
"962","026260","위너지스","KOSDAQ","주권","보통주","1996/09/24","2018/10/11","감사의견거절(감사범위 제한)","2018/09/28","2018/10/10","유통","500","6495008",,
"963","052290","트레이스","KOSDAQ","주권","보통주","2001/05/31","2018/10/11","감사의견거절(감사범위 제한)","2018/09/28","2018/10/10","IT부품","500","54822175",,
"964","005980","성지건설","KOSPI","주권","보통주","1995/03/17","2018/10/04","감사의견 의견거절","2018/09/19","2018/10/02","건설업","5000","14209379",,
"965","237720","케이엠제약","KONEX","주권","보통주","2016/02/24","2018/09/28","피흡수합병",,,"-","100","2243238",,
"966","016170","카카오M","KOSDAQ","주권","보통주","2001/01/11","2018/09/18","피흡수합병",,,"출판·매체복제","500","25291705",,
"967","062580","인산가","KONEX","주권","보통주","2015/12/21","2018/09/11","피흡수합병",,,"-","500","4400000",,
"968","251540","에스와이제이","KONEX","주권","보통주","2017/05/02","2018/09/07","감사의견 거절(감사범위 제한)","2018/08/29","2018/09/06","-","500","6566575",,
"969","12011213","코오롱인더 3WR","KOSPI","신주인수권증권","보통주","2013/10/23","2018/09/05","신주인수권증권 행사기간 및 행사의 만료",,,,"0","1041796","120110","코오롱인더"
"970","138290","지성이씨에스","KONEX","주권","보통주","2015/11/30","2018/08/22","상장폐지 신청('18.7.19)","2018/08/10","2018/08/21","-","1000","2352000",,
"971","043580","에임하이","KOSDAQ","주권","보통주","2001/08/02","2018/08/10","감사의견거절(감사범위 제한)","2018/08/01","2018/08/09","IT부품","500","65262623",,
"972","06679217","씨씨에스 1WR","KOSDAQ","신주인수권증권","보통주","2017/10/16","2018/08/09","기초주권의 관리종목 지정","2018/07/31","2018/08/08",,"0","8873986","066790","씨씨에스"
"973","144740","피엠디아카데미","KONEX","주권","보통주","2013/07/01","2018/08/07","지정자문인 선임계약 해지 후 30일이내 미체결(2018.07.24限)","2018/07/27","2018/08/06","-","500","1737554",,
"974","230490","동부제4호스팩","KOSDAQ","주권","보통주","2015/12/18","2018/07/26","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2018/07/17","2018/07/25","금융","100","5300000",,
"975","130960","CJ E&M","KOSDAQ","주권","보통주","2010/10/15","2018/07/18","피흡수합병",,,"방송서비스","5000","38732089",,
"976","090730","SIMPAC Metal","KOSDAQ","주권","보통주","2008/10/17","2018/07/17","피흡수합병",,,"금속","500","13000000",,
"977","024660","하림홀딩스","KOSDAQ","주권","보통주","1997/08/06","2018/07/16","피흡수합병",,,"금융","500","89157190",,
"978","099660","신텍","KOSDAQ","주권","보통주","2009/04/30","2018/07/09","발행한 어음 또는 수표가 주거래은행에 의하여 최종부도로 결정되거나 거래은행에 의한 거래정지","2018/06/28","2018/07/06","금속","500","63987602",,
"979","71901A58","KB서울햇빛발전소특별자산","KOSPI","수익증권","보통주","2015/10/22","2018/07/03","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","8180797","047210","케이비자산운용"
"980","226850","키움스팩4호","KOSDAQ","주권","보통주","2015/10/29","2018/06/05","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2018/05/25","2018/06/04","금융","100","10204000",,
"981","225440","이베스트스팩3호","KOSDAQ","주권","보통주","2015/10/19","2018/05/28","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2018/05/16","2018/05/25","금융","100","4100000",,
"982","900180","완리","KOSDAQ","외국주권","보통주","2011/06/13","2018/05/23","감사의견거절(감사범위 제한)","2018/05/11","2018/05/21","금융","무액면","107630204",,
"983","246830","시냅스엠","KONEX","주권","보통주","2016/07/13","2018/05/14","감사의견 거절(계속기업 존속능력에 대한 불확실성)","2018/05/02","2018/05/11","-","500","1311610",,
"984","013367","일성건설2우B","KOSPI","주권","신형우선주","2007/06/29","2018/05/11","존속기간 만료",,,"건설업","500","621240","013360","일성건설"
"985","235090","태경피엔에스","KONEX","주권","보통주","2016/03/16","2018/05/09","감사의견 거절(감사범위 제한)","2018/04/26","2018/05/08","-","500","23205369",,
"986","087220","스틸플라워","KOSDAQ","주권","보통주","2009/10/27","2018/05/08","감사의견거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성)","2018/04/25","2018/05/04","금속","500","72172928",,
"987","099830","씨그널엔터테인먼트그룹","KOSDAQ","주권","보통주","2011/01/24","2018/05/04","감사의견거절(감사범위 제한)","2018/04/24","2018/05/03","오락·문화","500","11633845",,
"988","252940","에스엠로보틱스","KONEX","주권","보통주","2016/09/30","2018/04/25","감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성)","2018/04/16","2018/04/24","-","500","2075000",,
"989","091270","유디피","KONEX","주권","보통주","2014/12/12","2018/04/18","지정자문인 선임계약 해지 후 30일이내 미체결(2018.04.04限)","2018/04/09","2018/04/17","-","500","7338254",,
"990","221200","유진스팩3호","KOSDAQ","주권","보통주","2015/09/09","2018/04/17","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2018/04/06","2018/04/16","금융","100","6750000",,
"991","06516216","에프티이앤이 8WR","KOSDAQ","신주인수권증권","보통주","2016/06/28","2018/04/04","기초주권의 관리종목 지정","2018/03/26","2018/04/03",,"0","4600782",,
"992","223040","교보5호스팩","KOSDAQ","주권","보통주","2015/08/27","2018/03/30","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2018/03/21","2018/03/29","금융","100","5430000",,
"993","221950","케이비드림3호스팩","KOSDAQ","주권","보통주","2015/08/21","2018/03/30","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2018/03/21","2018/03/29","금융","100","6815000",,
"994","199870","세기리텍","KONEX","주권","보통주","2015/12/24","2018/03/28","지정자문인 선임계약 해지후 30일이내 미체결(18.3.14限)","2018/03/19","2018/03/27","-","500","9803030",,
"995","008000","도레이케미칼","KOSPI","주권","보통주","1977/06/30","2018/03/20","지주회사(최대주주등)의 완전자회사화 등",,,"화학","5000","46363851",,
"996","051170","썬코어","KOSDAQ","주권","보통주","2001/10/23","2018/03/15","'16사업연도 감사의견거절(계속기업 존속능력에 대한 불확실성) 및 '17사업연도 반기 감사의견거절(계속기업 존속능력에 대한 불확실성)","2018/03/06","2018/03/14","기계·장비","500","38868605",,
"997","222390","케이비제8호스팩","KOSDAQ","주권","보통주","2015/08/05","2018/03/13","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2018/03/02","2018/03/12","금융","100","10310000",,
"998","039790","위노바","KOSDAQ","주권","보통주","2000/07/25","2018/03/09","기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정","2018/02/27","2018/03/08","화학","500","78610739",,
"999","219860","한화에이스스팩2호","KOSDAQ","주권","보통주","2015/07/20","2018/03/02","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2018/02/20","2018/02/28","금융","100","7123000",,
"1000","219960","유안타제2호스팩","KOSDAQ","주권","보통주","2015/07/17","2018/02/23","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2018/02/12","2018/02/22","금융","100","6500000",,
"1001","218710","키움스팩3호","KOSDAQ","주권","보통주","2015/07/06","2018/02/14","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2018/02/05","2018/02/13","금융","100","6700000",,
"1002","256090","패션플랫폼","KONEX","주권","보통주","2016/12/20","2018/02/13","피흡수합병",,,"-","500","4346000",,
"1003","72501A3B","신한BNPP서울시지하철9호선1호","KOSPI","수익증권","보통주","2014/02/21","2018/02/12","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","25000000","047190","신한자산운용"
"1004","219580","골든브릿지제3호스팩","KOSDAQ","주권","보통주","2015/06/30","2018/02/07","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2018/01/29","2018/02/06","금융","100","4900000",,
"1005","217810","엔에이치스팩7호","KOSDAQ","주권","보통주","2015/06/12","2018/01/19","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2018/01/10","2018/01/18","금융","100","4830000",,
"1006","215750","미래에셋제3호스팩","KOSDAQ","주권","보통주","2015/05/22","2018/01/04","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2017/12/21","2018/01/03","금융","100","6100000",,
"1007","233190","미래자원엠엘","KONEX","주권","보통주","2015/12/24","2017/12/28","피흡수합병",,,"-","100","3000000",,
"1008","215580","대우스팩3호","KOSDAQ","주권","보통주","2015/05/19","2017/12/26","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2017/12/14","2017/12/22","금융","100","5410000",,
"1009","232290","SGA시스템즈","KONEX","주권","보통주","2016/03/30","2017/12/22","피흡수합병",,,"-","500","6349323",,
"1010","023430","아이이","KOSDAQ","주권","보통주","1994/10/07","2017/12/20","기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정","2017/12/11","2017/12/19","유통","500","29769930",,
"1011","260490","캐로스","KONEX","주권","보통주","2016/12/23","2017/11/29","지정자문인 선임계약 해지 후 30일이내 미체결(2017.11.15限)","2017/11/20","2017/11/28","-","500","1816500",,
"1012","207930","SK1호스팩","KOSDAQ","주권","보통주","2015/03/31","2017/11/06","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2017/10/26","2017/11/03","금융","100","5500000",,
"1013","206660","골든브릿지제2호스팩","KOSDAQ","주권","보통주","2015/02/05","2017/10/20","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2017/10/11","2017/10/19","금융","100","3900000",,
"1014","207720","엔에이치SL스팩","KOSDAQ","주권","보통주","2014/12/17","2017/10/16","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2017/09/27","2017/10/13","금융","100","2505000",,
"1015","061460","한진피앤씨","KOSDAQ","주권","보통주","2002/04/11","2017/09/29","피흡수합병",,,"화학","500","83954010",,
"1016","000327","노루홀딩스2우B","KOSPI","주권","신형우선주","2007/09/28","2017/09/28","존속기간 만료",,,"기타금융","500","92540","000320","노루홀딩스"
"1017","900050","중국원양자원","KOSPI","외국주권","보통주","2009/05/22","2017/09/27","감사의견 의견거절","2017/09/18","2017/09/26","기타금융","무액면","97859369",,
"1018","085980","세화피앤씨","KONEX","주권","보통주","2013/09/25","2017/09/19","피흡수합병",,,"-","500","3785000",,
"1019","707017R9","동양 강남대 1호","KOSPI","수익증권","보통주","2005/12/09","2017/09/13","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"5000","154129","047160","우리자산운용"
"1020","095300","엔에스브이","KOSDAQ","주권","보통주","2009/04/17","2017/09/12","감사의견 거절(내부회계관리제도상의 취약점, 계속기업가정의 불확실성 및 재고자산 관련 감사범위 제한)","2017/09/01","2017/09/11","기계·장비","500","12557256",,
"1021","189700","디피앤케이","KONEX","주권","보통주","2014/06/10","2017/08/31","지정자문인 선임계약 해지 후 30일이내 미체결(2017.08.17限)","2017/08/22","2017/08/30","-","500","7285439",,
"1022","005620","대성합동지주","KOSPI","주권","보통주","1976/12/28","2017/08/25","해산 사유 발생",,,"서비스업","5000","1799077",,
"1023","005255","녹십자홀딩스1우","KOSPI","주권","구형우선주","1994/11/22","2017/08/07","종류주식 거래량요건 미충족(월평균거래량 1만주 미만) 2반기 계속",,,"서비스업","500","1668870","005250","녹십자홀딩스"
"1024","204690","다린","KONEX","주권","보통주","2014/09/18","2017/08/02","상장폐지 신청('17.07.28)",,,"-","500","7933340",,
"1025","083620","아시아15호","KOSPI","선박투자회사","보통주","2005/08/05","2017/07/31","존속기간 만료",,,"서비스업","5000","1946583",,
"1026","208870","하나머스트3호스팩","KOSDAQ","주권","보통주","2014/12/24","2017/07/31","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2017/07/20","2017/07/28","금융","100","2360000",,
"1027","232360","아스팩오일","KONEX","주권","보통주","2015/12/22","2017/07/25","지정자문인 선임계약 해지 후 30일이내 미체결(2017.07.11限)","2017/07/14","2017/07/24","-","500","4645632",,
"1028","900130","웨이포트","KOSDAQ","외국주권","보통주","2010/07/23","2017/07/25","상장폐지 신청('17.06.22)","2017/07/14","2017/07/24","금융","무액면","55880000",,
"1029","002550","KB손해보험","KOSPI","주권","보통주","1976/07/05","2017/07/21","지주회사(최대주주등)의 완전자회사화 등",,,"보험","500","66500000",,
"1030","021960","KB캐피탈","KOSPI","주권","보통주","1996/11/19","2017/07/21","지주회사(최대주주등)의 완전자회사화 등",,,"기타금융","5000","21492128",,
"1031","156170","비앤에스미디어","KONEX","주권","보통주","2013/07/01","2017/07/13","지정자문인 선임계약 해지 후 30일이내 미체결(2017.6.29限)","2017/07/04","2017/07/12","-","500","3204540",,
"1032","204650","케이티비스팩1호","KOSDAQ","주권","보통주","2014/11/24","2017/07/07","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2017/06/28","2017/07/06","금융","100","5500000",,
"1033","004740","보루네오","KOSPI","주권","보통주","1988/09/22","2017/07/05","기업의 계속성, 경영의 투명성 및 기타 공익과 투자자 보호 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2017/06/26","2017/07/04","기타제조업","100","71925448",,
"1034","083610","아시아14호","KOSPI","선박투자회사","보통주","2005/07/15","2017/06/20","신청에 의한 상장폐지",,,"서비스업","5000","1946194",,
"1035","083570","아시아10호","KOSPI","선박투자회사","보통주","2005/08/23","2017/06/15","신청에 의한 상장폐지",,,"서비스업","5000","2607905",,
"1036","083580","아시아11호","KOSPI","선박투자회사","보통주","2005/08/23","2017/06/15","신청에 의한 상장폐지",,,"서비스업","5000","2607905",,
"1037","083590","아시아12호","KOSPI","선박투자회사","보통주","2005/08/23","2017/06/15","신청에 의한 상장폐지",,,"서비스업","5000","2607905",,
"1038","083600","아시아13호","KOSPI","선박투자회사","보통주","2005/08/23","2017/06/15","신청에 의한 상장폐지",,,"서비스업","5000","2607905",,
"1039","204760","현대에이블스팩1호","KOSDAQ","주권","보통주","2014/11/10","2017/06/15","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2017/06/05","2017/06/14","금융","100","5525000",,
"1040","083350","동북아10호","KOSPI","선박투자회사","보통주","2005/08/29","2017/06/14","신청에 의한 상장폐지",,,"서비스업","5000","1585660",,
"1041","083360","동북아11호","KOSPI","선박투자회사","보통주","2005/08/29","2017/06/14","신청에 의한 상장폐지",,,"서비스업","5000","1585660",,
"1042","083390","동북아14호","KOSPI","선박투자회사","보통주","2005/08/29","2017/06/14","신청에 의한 상장폐지",,,"서비스업","5000","1585660",,
"1043","165270","금오하이텍","KONEX","주권","보통주","2013/12/10","2017/06/07","최종부도 발생","2017/05/26","2017/06/05","-","500","5513630",,
"1044","204440","대우스팩2호","KOSDAQ","주권","보통주","2014/10/22","2017/05/29","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2017/05/18","2017/05/26","금융","100","5750000",,
"1045","003419","쌍용양회3우B","KOSPI","주권","신형우선주","1999/06/15","2017/05/16","존속기간 만료",,,"비금속광물","5000","158805","003410","쌍용씨앤이"
"1046","036500","에스에스컴텍","KOSDAQ","주권","보통주","1999/12/14","2017/05/11","감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성)","2017/04/26","2017/05/10","반도체","500","35143649",,
"1047","058370","비엔씨컴퍼니","KOSDAQ","주권","보통주","2002/02/19","2017/05/08","감사범위제한으로 인한 한정의견","2017/04/24","2017/05/04","유통","500","29714789",,
"1048","086830","신양오라컴","KOSDAQ","주권","보통주","2006/12/27","2017/05/08","감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성)","2017/04/24","2017/05/04","IT부품","100","61472389",,
"1049","001689","대상3우B","KOSPI","주권","신형우선주","2007/04/27","2017/04/28","존속기간 만료",,,"음식료품","1000","236450","001680","대상"
"1050","090970","코리아01호","KOSPI","선박투자회사","보통주","2006/07/21","2017/04/25","감사의견 의견거절","2017/04/14","2017/04/24","서비스업","5000","2191080",,
"1051","090980","코리아02호","KOSPI","선박투자회사","보통주","2006/07/21","2017/04/25","감사의견 의견거절","2017/04/14","2017/04/24","서비스업","5000","2191080",,
"1052","090990","코리아03호","KOSPI","선박투자회사","보통주","2006/07/21","2017/04/25","감사의견 의견거절","2017/04/14","2017/04/24","서비스업","5000","2191080",,
"1053","091000","코리아04호","KOSPI","선박투자회사","보통주","2006/07/21","2017/04/25","감사의견 의견거절","2017/04/14","2017/04/24","서비스업","5000","2191080",,
"1054","110570","넥솔론","KOSPI","주권","보통주","2011/10/14","2017/04/17","자본전액잠식","2017/04/06","2017/04/14","전기전자","500","161170196",,
"1055","052270","우전","KOSDAQ","주권","보통주","2001/06/05","2017/04/13","자본전액잠식 등","2017/04/04","2017/04/12","IT부품","500","28728282",,
"1056","194860","SY이노베이션","KONEX","주권","보통주","2014/04/25","2017/04/12","감사의견 거절(감사범위제한)","2017/04/03","2017/04/11","-","500","2460000",,
"1057","01959213","엠벤처투자 12WR","KOSDAQ","신주인수권증권","보통주","2013/08/26","2017/04/04","기초주권의 관리종목지정","2017/03/24","2017/04/03",,"0","5877234","019590","엠벤처투자"
"1058","007190","한솔아트원제지","KOSPI","주권","보통주","1974/06/24","2017/03/15","해산 사유 발생",,,"종이목재","1000","38478081",,
"1059","007197","한솔아트원제지2우B","KOSPI","주권","신형우선주","2009/07/06","2017/03/15","해산 사유 발생",,,"종이목재","1000","467715",,
"1060","068150","케이엔씨글로벌","KOSDAQ","주권","보통주","2003/07/21","2017/03/07","기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정","2017/02/23","2017/03/06","건설","500","76507519",,
"1061","117930","한진해운","KOSPI","주권","보통주","2009/12/29","2017/03/07","해산 사유 발생","2017/02/23","2017/03/06","운수창고업","5000","245269947",,
"1062","066270","SK컴즈","KOSDAQ","주권","보통주","2003/11/07","2017/02/27","상장폐지신청('17.02.07)",,,"인터넷","500","43427530",,
"1063","060910","프리젠","KOSDAQ","주권","보통주","2002/12/13","2017/02/24","최근 5사업연도 연속 영업손실 발생","2017/02/15","2017/02/23","IT부품","500","5330469",,
"1064","037620","미래에셋증권","KOSPI","주권","보통주","2006/02/15","2017/01/20","해산 사유 발생",,,"증권","5000","114285871",,
"1065","144630","씨아이에스","KONEX","주권","보통주","2014/04/25","2017/01/20","피흡수합병",,,"-","500","3333320",,
"1066","068870","LG생명과학","KOSPI","주권","보통주","2002/08/16","2017/01/17","해산 사유 발생",,,"의약품","5000","16576990",,
"1067","068875","LG생명과학우","KOSPI","주권","구형우선주","2002/08/16","2017/01/17","해산 사유 발생",,,"의약품","5000","236216",,
"1068","139200","하이골드2호","KOSPI","선박투자회사","보통주","2011/04/15","2017/01/11","신청에 의한 상장폐지",,,"서비스업","5000","13339907",,
"1069","104120","신성에프에이","KOSPI","주권","보통주","2008/09/01","2017/01/02","해산 사유 발생",,,"기계","500","17726262",,
"1070","104110","신성이엔지","KOSPI","주권","보통주","2008/09/01","2017/01/02","해산 사유 발생",,,"기계","500","19354144",,
"1071","192240","나이코","KONEX","주권","보통주","2014/02/28","2016/12/23","상장폐지 신청('16.12.9)",,,"-","500","1708300",,
"1072","204990","현성바이탈","KOSDAQ","주권","보통주","2015/04/03","2016/12/09","코스닥시장 이전상장",,,"음식료·담배","500","20000000",,
"1073","222520","솔트웍스","KONEX","주권","보통주","2015/07/08","2016/12/05","피흡수합병",,,"-","500","2480000",,
"1074","185280","이푸른","KONEX","주권","보통주","2013/11/12","2016/12/05","지정자문인 선임계약 해지 후 30일이내 미체결(2016.11.21限)","2016/11/24","2016/12/02","-","500","2150000",,
"1075","10313211","웅진에너지 1WR","KOSPI","신주인수권증권","보통주","2012/01/04","2016/11/21","신주인수권증권 행사기간 및 행사의 만료",,,,"0","19630313",,
"1076","011720","현대페인트","KOSPI","주권","보통주","1989/05/30","2016/11/21","감사의견 의견거절","2016/11/10","2016/11/18","화학","500","37139066",,
"1077","003450","현대증권","KOSPI","주권","보통주","1975/09/30","2016/11/01","지주회사(최대주주등)의 완전자회사화 등",,,"증권","5000","236612530",,
"1078","713017R3","멀티에셋건대사랑1-1","KOSPI","수익증권","보통주","2005/05/20","2016/09/28","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"5000","1835638","030880","멀티에셋자산운용"
"1079","713027R3","멀티에셋건대사랑1-2","KOSPI","수익증권","보통주","2005/05/20","2016/09/28","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"5000","558605","030880","멀티에셋자산운용"
"1080","713037R3","멀티에셋건대사랑2","KOSPI","수익증권","보통주","2005/05/20","2016/09/28","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"5000","2001000","030880","멀티에셋자산운용"
"1081","04310213","솔고바이오 1WR","KOSDAQ","신주인수권증권","보통주","2013/11/01","2016/09/20","신주인수권 행사기간 만료",,,,"0","47470","043100","솔고바이오"
"1082","11793213","한진해운 1WR","KOSPI","신주인수권증권","보통주","2013/06/03","2016/09/20","주권의 상장폐지 또는 관리종목지정기준에 해당(신주인수권증권)","2016/09/06","2016/09/19",,"0","34669991",,
"1083","053810","아이팩토리","KOSDAQ","주권","보통주","2002/07/19","2016/09/19","감사의견 거절(감사범위 제한 및 기업회계기준 위배)","2016/09/05","2016/09/13","기계·장비","500","6280167",,
"1084","037340","씨엘인터내셔널","KOSDAQ","주권","보통주","1999/12/14","2016/09/08","2반기 연속 자본잠식률 50% 이상","2016/08/30","2016/09/07","통신장비","500","55846961",,
"1085","074150","엠제이비","KOSDAQ","주권","보통주","2005/07/08","2016/09/05","감사의견거절(감사범위 제한)","2016/08/25","2016/09/02","건설","500","28994741",,
"1086","025270","부산방직","KOSDAQ","주권","보통주","1995/03/20","2016/08/18","피흡수합병",,,"섬유·의류","500","8000000",,
"1087","019300","태림페이퍼","KOSPI","주권","보통주","1995/08/18","2016/08/11","신청에 의한 상장폐지","2016/08/02","2016/08/10","종이목재","500","39690000",,
"1088","207230","디와이엘엔제이","KONEX","주권","보통주","2015/09/14","2016/07/26","지정자문인 선임계약의 해지한 날의 다음날부터 30일이내(2016.07.12限) 지정자문인 선임계약 미체결","2016/07/15","2016/07/25","-","1000","1782625",,
"1089","082390","피엘에이","KOSDAQ","주권","보통주","2005/07/26","2016/07/25","기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정","2016/07/14","2016/07/22","IT부품","500","66227775",,
"1090","103650","에이치앤아이","KONEX","주권","보통주","2013/12/26","2016/07/14","최종부도 발생","2016/07/05","2016/07/13","-","500","3000000",,
"1091","179440","피엠에스","KONEX","주권","보통주","2014/02/28","2016/07/07","상장폐지 신청('16.6.14)",,,"-","200","3174875",,
"1092","05229213","트레이스 2WR","KOSDAQ","신주인수권증권","보통주","2013/08/22","2016/07/06","신주인수권 행사기간 만료",,,,"0","969568",,
"1093","224090","정다운","KONEX","주권","보통주","2015/07/31","2016/06/29","피흡수합병",,,"-","500","4390000",,
"1094","092630","바다로3호","KOSPI","선박투자회사","보통주","2006/11/02","2016/06/13","신청에 의한 상장폐지",,,"서비스업","5000","886869",,
"1095","008020","경남에너지","KOSPI","주권","보통주","1994/08/12","2016/05/19","신청에 의한 상장폐지","2016/05/10","2016/05/18","전기가스업","500","41249008",,
"1096","008900","티이씨앤코","KOSPI","주권","보통주","1984/09/19","2016/05/17","해산 사유 발생",,,"전기전자","500","16242217",,
"1097","036220","인포피아","KOSDAQ","주권","보통주","2007/06/05","2016/05/09","감사의견 거절(감사범위 제한으로 인한 의견거절)","2016/04/26","2016/05/04","제약","500","10694594",,
"1098","086200","제이앤유글로벌","KOSDAQ","주권","보통주","2006/06/07","2016/05/09","감사의견거절(감사범위 제한)","2016/04/26","2016/05/04","통신장비","500","14760706",,
