일자,언론사,제목,특성추출(가중치순 상위 50개),URL
20220103,부산일보,대한항공 아시아나 “2022년은 통합 원년” 외쳤지만 LCC 허브 등은 외면,"대한항공,아시아나항공,지방공항,운수권,항공업계,항공사,항공업,lcc,미국,신년사,재배정,eu,한진그룹,조원태,대표이사,대한민국,출도착",http://www.busan.com/view/busan/view.php?code=2022010314590880172
20220103,머니투데이,"이동걸 산은 회장 ""기업 세대교체 등 혁신 앞당겨야""","산은,이동걸,대동법,구조조정,세대교체,쌍용자동차,독과점,현대중공업,유럽연합,대우조선해양,가능성,대상자,비행기,에디슨모터스,위원회,대한항공,한국,아시아나항공,전환기,현재진행형,회수율,운수권,정책금융,한계기업,회사들,산업은행,정책금융기관장,지역사회,조선,방점",http://news.moneytoday.co.kr/view/mtview.php?no=2022010311343943985&type=2
20220103,한국경제,"조원태 ""2022년 '메가캐리어'로 나아가는 원년 항공역사 새로 쓴다""","아시아나항공,항공사,대한항공,조원태,임직원,항공업,조건부,대한민국,한진그룹,감염증,코로나바이러스,위원회,가족들,시간당,이질감,코로나19,기업결합,신년사,만큼,시간date,필요성,공정위,항공역사",https://www.hankyung.com/economy/article/202201031621g
20220103,내일신문,조원태 “글로벌 메가 캐리어 원년”,"아시아나항공,대한항공,항공사,조원태,대한민국,코로나,임직원,항공역사,신뢰감,하늘길,항공업,도전과제,코로나19,이질감,신년사,한진그룹,고객관점,기대감,시간date,회장,고객,글로벌,준비,의미,원년,패러다임,과업,대비,인수,캐리어,포스트,고대,순간,열매,의지",http://www.naeil.com/news_view/?id_art=410065
20220103,서울신문,이제야 제자리 찾아가는 흥국생명 우리카드 “봄배구 몰라요”,"우리카드,흥국생명,봄배구,대한항공,4연승,4위,이세호,만큼,하위권,팀들,신영철,김세영,알렉스,조금씩,이재영,상하이,다영,디펜딩,해설위원,선수들,6연승,칼텍스,김연경,우승권,복수전",http://www.seoul.co.kr/news/newsView.php?id=20220103500079
20220103,경향신문,"SKT도 본격 뛰어들었다 ‘플라잉카’ 상용화 코앞, 2025년엔 ‘하늘 나는 택시’ 탈까","플라잉카,uam,일본,스타트업,조종사,항공기,상용화,대한항공,최고속도,키티호크,1인,우버,모빌리티,코라",https://www.khan.co.kr/economy/economy-general/article/202201031709001
20220103,중부일보,"[새얼굴] 허희영 한국항공대 경영학부 교수, 제9대 항공대 총장 취임","항공대,경영학,허희영,대한항공,코로나,경영학부,한국항공대학교,항공사,동영,한국항공경영학회,항공업,아시아,취임식,주년,학교법인,경쟁력,대학원장,경제이론,항공산업,학생처장,항공경영학,서울대,10여,전문서,한국항공대,경영대학원장,대학장,경영대학장,항공대한국항공대학교",www.joongboo.com/news/articleView.html?idxno=363519863
20220103,서울경제,"제주항공, 국내선 누적 탑승객 5,000만명 돌파","국내선,000만,000만,탑승객,제주항공,000만,제주,항공사,제주공항,김포공항,000만,대한항공,저비용항공사,항공기,아시아나항공,분담률,lcc,취항,기록,승객,돌파,누적,노선,수송,항공,추가,비중,이날",http://www.sedaily.com/NewsView/260Q1NR8LV
20220103,중부일보,"조원태 한진그룹 회장 ""2022년은 위기가 가져온 패러다임을 대 전환하는 중요한 시점""","대한항공,코로나19,아시아나항공,신년사,임직원,고객들,조원태,대한민국,한진그룹,元年,성과들,신뢰감,하늘길,항공사,항공업,발걸음,팬데믹,항공역사,임직원들,만큼,원동력,mega,carrier,global,시간date,회장,위기,항공,고객,사내,극복,생각",www.joongboo.com/news/articleView.html?idxno=363519973
20220103,경향신문,SK텔레콤도 ‘플라잉카 사업’ 진출 선언,"uam,플라잉카,대한항공,모빌리티,키티호크,상용화,항공기,헤비사이드,현대차,현대건설,에어택시,kt,코라,시범망",https://www.khan.co.kr/economy/industry-trade/article/202201032147035
20220103,한국경제,"항공, 올해도 코로나가 좌우 화물수송 특수는 여전","코로나19,국제선,항공사,대한항공,아시아나항공,lcc,영업이익,화물수송,항공사들,오미크론,각국,출입국,국제항공운송협회,항공업,4000억,항공업계,제주항공,티웨이항공,저비용항공사,자본잠식,교통부,제주,97억,진에어,7142억,반사이익,코로나,fsc,8278만",https://www.hankyung.com/economy/article/2022010308741
20220103,서울경제,"이동걸 신년사에 '대동법' 꺼내든 이유 ""기업 혁신 시간 앞당겨야""","신년사,특산물,산은,이동걸,구조조정,대동법,경기도,코로나바이러스,조건부,세대교체,정책금융,조선,전환기,유럽연합,현대중공업,산업은행,대우조선해양,우선협상대상자,쌍용자동차,위원회,대상자,공정거래위원회,대한항공,에디슨모터스,비행기,과세방식,아시아나항공,표준화,회사들,충성심",http://www.sedaily.com/NewsView/260Q018D5W
20220103,머니투데이,[전문]조원태 한진그룹 회장 신년사,"임직원,대한항공,코로나19,항공사,고객들,발걸음,아시아나항공,항공업,기대감,시간date,팬데믹,각국,치료제,신년사,성과들,하늘길,대한민국,동료들,선결조건,눈물,전문지,한진그룹,기업결합심사,전염병,조원태,생명체,여객기들,여객기",http://news.moneytoday.co.kr/view/mtview.php?no=2022010309000850336&type=2
20220103,중앙일보,"한국항공대, 제9대 총장에 허희영 경영학부 교수 취임","경영학,허희영,한국항공대,대한항공,한국항공대학교,코로나,항공사,동영,한국항공경영학회,항공업,아시아,취임사,주년,학교법인,경쟁력,대학원장,경제이론,항공산업,학생처장,항공경영학,서울대,전문서,경영학부,경영대학원장,대학장,경영대학장",https://www.joongang.co.kr/article/25037679
20220103,중앙일보,겨울올림픽 월드컵 “대한민국~” 외칠 날 많다,"한국,금메달,스노보드,효자,아시안게임,높이뛰기,최고수,남아공,중국,임인년,카타르,레전드,베이징,fifa,아시안,서울체고,황선우,안산,이상호,대한항공,최민정",https://www.joongang.co.kr/article/25037583
20220103,조선일보,SK 항공기 사업 진출?,"uam,tf,sk텔레콤,임원들,유영상,대한항공,비행체,4개,상용화,ceo,국토교통부,sk,현대건설,현대자동차,승용차,서비스개발,경쟁사,교통수단,교통부,정례화,13조,협력체,1회,항공기,모빌리티",https://www.chosun.com/economy/economy_general/2022/01/03/GNJUFAVI7ZEMVGAEHCWUI3W334/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
20220103,동아일보,새해 첫날부터 바쁜 수출 화물기,"대한항공,첫날,인천공항,인천,1조,영업이익,75t,자동차,임인,壬寅年,임인년,코로나19,반도체,화물터미널,비행기,뉴시스,ke,화물,수출,이날,전망,이익,영업,호조,여객,부품,실적,여파,운항,이륙,운송,급감,터미널,새해",https://www.donga.com/news/article/all/20220102/111059126/1
20220103,아시아경제,"정성권 아시아나 대표 ""2022년 새로운 통합 경영 실현해 나갈 것""","임직원,아시아나항공,시장환경,아시아나,단기간,코로나19,가능성,채권단,지배구조,공급력,신년사,이해관계자들,여객기,관리체계,재점검,극대화,이해관계자,그동안,대한항공",https://www.asiae.co.kr/article/2022010310511504991
20220103,동아일보,"알렉스 앞세운 우리카드, 대한항공 3-0 제압","대한항공,우리카드,알렉스,외국인,여자부,김재휘,6연승,3위,맞대결,칼텍스,서울,한국전력,공격성공률,남자부,링컨,3패후,신영철,2개,득점력,8패,블로커,결정전,3세트",https://www.donga.com/news/article/all/20220103/111059778/1
20220103,조선일보,"男배구 우리카드, 대한항공 누르고 6연승","우리카드,대한항공,8패,흥국생명,6연승,외국인,남자부,하승우,김재휘,칼텍스,3위,2위,송희채,3대,챔피언결정전,알렉스,맞대결,신영철,gs칼텍스,결정전,한국전력",https://www.chosun.com/sports/volleyball/2022/01/03/UMAN5LHS2NA4ZKD3O45FY62FDE/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
20220103,매일경제,"대한항공, UAM 생태계 구축으로 미래 먹거리 선점","항공기,대한항공,uam,한국,인천국제공항공사,ums,개발비,연구개발비,air,management",http://news.mk.co.kr/newsRead.php?no=3192&year=2022
20220103,동아일보,[천광암 칼럼]땅콩회항 닮은 김건희 사과와 尹 지지율 균열,"지지율,사과문,땅콩회항,대한항공,윤석열,김건희,오차범위,위원장,이준석,3가지,동아일보,하락세,천광암,손바닥,항공기,mbc,이재명,전두환",https://www.donga.com/news/article/all/20220103/111059554/1
20220103,매일경제,"대한항공, 드론 띄워 항공기 동체 검사 솔루션 세계 첫 개발","드론,항공기,대한항공,작업자,김용석,4대,경쟁력,항공정비,우기홍,20m,클라우드로,시간date",http://www.mk.co.kr/economy/view/2022/3282
20220103,디지털타임스,조원태 신년사 “올해 ‘글로벌 메가 캐리어’ 원년 항공역사 새로 쓴다”,"코로나19,항공사,대한항공,조원태,신년사,임직원,발걸음,아시아나항공,항공업,고객들,시간date,항공역사,대한민국,한진그룹,성과들,가족들,이질감,원동력,기대감,팬데믹,통합항공사,mega,carrier,global,글로벌,식물,결합,접목,회장,생각,원년,회복",http://www.dt.co.kr/contents.html?article_no=2022010302109932031001&ref=jeadan
20220103,한겨레,"조원태 회장 “아시아나항공 인수합병, 항공역사 새로 쓰는 시대적 과업”","아시아나항공,항공사,항공업,조원태,대한항공,대한민국,신년사,한진그룹,임직원,가족들,이질감,시간date,발걸음,통합항공사,항공역사,회장,글로벌,결합,식물,과업,상처,모습,통합,항공,사내,개량,합병,인수,열매,의지,가족",http://www.hani.co.kr/arti/economy/marketing/1025712.html
20220103,헤럴드경제,[신년사] 조원태 한진그룹 회장 “아시아나 성공적 인수 ‘메가캐리어’ 원년으로”,"항공사,메가캐리어,코로나19,임직원,발걸음,항공업,조원태,아시아나항공,대한민국,아시아나,한진그룹,기대감,가족들,이질감,만큼,시간date,대한항공,신년사,통합항공사,회장,인수,식물,결합,접목,항공,회복,모습,상처,통합,원년,과업,글로벌",http://biz.heraldcorp.com/view.php?ud=20220103000080
20220103,서울신문,"조원태 한진그룹 회장, “대한항공, 글로벌 메가 캐리어 원년될 것”","대한항공,코로나19,신년사,아시아나항공,임직원,고객들,한진그룹,대한민국,조원태,신뢰감,하늘길,항공업,항공역사,발걸음,포스트코,원동력,만큼,항공사,mega,carrier,global,시간date,회장,결합,식물,접목,항공,회복,고객,생각,상처",http://www.seoul.co.kr/news/newsView.php?id=20220103500013
20220103,조선일보,조원태 회장 “아시아나 인수는 시대적 과업”,"코로나,아시아나항공,고객들,대한항공,임직원,조원태,대한민국,한진그룹,성과들,元年,신뢰감,하늘길,항공사,항공업,항공역사,임직원들,발걸음,원동력,신년사,시간date,필요성,아시아나,mega,carrier,global,회장,인수,항공,상처,회복,고객",https://www.chosun.com/economy/industry-company/2022/01/03/CY6RR3XKLJBW5DVYEY7SNWT63U/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
20220103,매일경제,"조원태 한진그룹 회장 ""2022년은 위기가 가져온 패러다임을 대전환하는 중요한 시점""","코로나19,대한항공,코로나,아시아나항공,임직원,조원태,고객들,대한민국,포스코,임직원들,한진그룹,元年,가족들,신뢰감,하늘길,항공사,항공업,시간date,발걸음,성과들,항공역사,이질감,팬데믹,신년사,대전환,바이러스감염증,감염증,원동력",http://news.mk.co.kr/newsRead.php?no=3408&year=2022
20220103,아시아경제,"조원태 한진그룹 회장 ""대한항공, 글로벌 메가 캐리어 나아가는 원년""","코로나19,임직원,대한항공,발걸음,항공업,항공사,조원태,고객들,신년사,코로나,대한민국,한진그룹,가족들,아시아나항공,이질감,시간date,항공역사,임직원들,만큼,포스트코,통합항공사,원동력,기대감,회장,글로벌,위기,식물,접목",https://www.asiae.co.kr/article/2022010308372684853
20220103,SBS,선두 대한항공까지 잡았다 우리카드 6연승 '기염',"우리카드,외국인,6연승,gs칼텍스,흥국생명,모마,3대,칼텍스,알렉스,한국전력,3위,대한항공,눈앞,승점차,여자부,서브에이스,듀스,3연패,나경복,gs,2대,상승세,마침표,승리,혼자,도약,서브",https://news.sbs.co.kr/news/endPage.do?news_id=N1006590750&plink=ORI&cooper=ETC
20220104,헤럴드경제,"대한항공, 숲 조성 프로젝트 ‘그린 스카이패스’","스카이패스,대한항공,항공권,김지윤,국내선,1매,국제선,친환경,로고상품,홈페이지,skypass,kal,green,패스,스카이,상품,참여,마일리지,조성,프로젝트,회원,보너스,기금,구매,배너,스토어,사진,모바일,메뉴,로고,시작,버튼",http://biz.heraldcorp.com/view.php?ud=20220104000550
20220104,문화일보,공정위 조건부 합병승인에 대한항공 아시아나 경영계획 ‘시계제로’,"대한항공,공정위,비행기,항공기,코로나19,운수권,항공사,아시아나항공,차세대,변이종,가능성,국제선,아시아나,화물기,한국항공대,보고서,허희영",http://www.munhwa.com/news/view.html?no=2022010401072203324001
20220104,국민일보,"경남 사천공항 ‘진에어’ 신규취항, 28일부터 운항","사천공항,진에어,김포,저비용항공사,활성화,보잉,지역민,성수기,경남도,항공사,코로나19,하병필,도지사,대한항공,그동안,신청서,사업자,제주",http://news.kmib.co.kr/article/view.asp?arcid=0016634496&code=61122023&cp=kd
20220104,서울신문,"경남 사천~김포 노선 진에어 취항, 28일부터 운항","사천공항,진에어,김포,사천,경남도,김포노선,대한항공,신청서,지역공항,그동안,9개월,189석,비행단,교통부,한국공항공사",http://www.seoul.co.kr/news/newsView.php?id=20220104500068
20220104,경향신문,"""마일리지로 숲 만들어요"" 대한항공 '그린 스카이패스' 프로젝트 시작","스카이패스,대한항공,친환경,로고상품,마포구,국내선,항공권,회원들,kal스토어,1매,서울,홈페이지,경의선,국제선,업무협약,kal,1000원,2000원,일반석,관계자",https://www.khan.co.kr/economy/economy-general/article/202201041134001
20220104,서울신문,EU 美 中 日 손에 달린 통합항공사 출범 대한항공 외교력에 달렸다,"공정위,대한항공,항공사,독과점,기업결합,eu,한국,항공업,조건부,태스크포스,비행기,민혜영",http://www.seoul.co.kr/news/newsView.php?id=20220104500133
20220104,한국경제,난감한 대한항공 아시아나 'PMI' 계획 전면 수정 불가피,"대한항공,공정위,pmi,항공사,항공기,운수권,아시아나항공,에어버스,유럽,항공업계,항공업,우기홍,보고서,근로자,심사보고서,산업은행,4000억,인천공항",https://www.hankyung.com/economy/article/2022010455391
20220104,중부일보,대한항공 GREEN SKYPASS 프로젝트 시작,"스카이패스,대한항공,항공권,친환경,green,회원들,국내선,마포구,국제선,로고상품,500원,기후변화방지,업무협약,2천,홈페이지,1천,관계자,skypass,kal,kal스토어,참여,회원,패스",www.joongboo.com/news/articleView.html?idxno=363520181
20220104,서울경제,"“마일리지로 숲 만든다” 대한항공, 그린 스카이패스 프로젝트 시작","스카이패스,대한항공,로고상품,항공권,국내선,친환경,회원들,500원,국제선,kal,기후변화방지,일반석,홈페이지,kal스토어",http://www.sedaily.com/NewsView/260QG3TOLF
20220104,한겨레,[뉴스AS]‘통합 항공사’ 운수권 재분배하면 장거리 노선 외국에 빼앗긴다고?,"운수권,항공사,외항사,장거리,아시아나항공,대한항공,유럽,독과점,엘시시,인천,재분배,비행기,한국,당국자,사업적,관계자,공정위,구주,불가능",http://www.hani.co.kr/arti/economy/marketing/1025876.html
20220104,동아일보,"[단신]제주항공, 국내선 탑승객 5000만 명 돌파 外","국내선,중국,제주항공,루미네이트,5000만,한미약품,탑승객,마일스톤,항공사,에퍼메드,항공권,한미,1억,시판허가,기술료,의약품,상업화,임상시험,부여,전문기업,아시아나항공,제주,대한항공,제품명,리수테가닙,1726억",https://www.donga.com/news/article/all/20220103/111077434/1
20220104,머니투데이,"""항공 마일리지로 숲 조성해요""..대한항공 '그린스카이패스' 개시","스카이패스,대한항공,항공권,친환경,마포구,국내선,1매,국제선,회원들,로고상품,서울,업무협약,그린스카이패스,홈페이지,관계자,skypass,kal,green,참여,조성,패스,마일리지,회원",http://news.moneytoday.co.kr/view/mtview.php?no=2022010408523941786&type=2
20220104,경인일보,"대한항공, 아시아나 인수합병 연내 절차 마무리 총력 쏟는다","대한항공,인수합병,공정위,경쟁력,만큼,아시아나항공,항공사,항공업,조원태,한진그룹,대한민국,조건부,아시아나",http://www.kyeongin.com/main/view.php?key=20220103010000379
20220104,조선일보,초반부진했던 우리카드 6연승으로 중위권 경쟁,"우리카드,외국인,선수들,대한항공,4위,3라운드,6연승,나경복,현대건설,대한항공전,공격수,신영철,김재휘",https://www.chosun.com/sports/volleyball/2022/01/04/GICGJ5DMT5CWLIDS4FYXMM2JKM/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
20220104,서울신문,연전연승 드디어 깬 배구 강호,"우리카드,흥국생명,4연승,6연승,대한항공,4위,이세호,만큼,30득점,디펜딩,신인상,4위로,gs,신영철,알렉스,팀들,조금씩,이재영,상하이,김세영,다영",http://www.seoul.co.kr/news/newsView.php?id=20220104026019
20220104,세계일보,“올해는 나의 해” 범상치 않은 1998년생 ‘범띠’ 포효하다,"이정후,박지수,한국,조규성,최민정,호랑이해,허수봉,공격수,팬들,대표팀,현대캐피탈,이라크전,경기력,타격왕,대한항공,경쟁력",http://www.segye.com/content/html/2022/01/03/20220103514152.html
