회사명,거래소코드,회계년도,종가,PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),PCR(최고)(IFRS),PCR(최저)(IFRS),PSR(최고)(IFRS),PSR(최저)(IFRS),EV/EBITDA(IFRS),자기자본순이익률(IFRS),자산(*)(IFRS),당기순이익(손실)(IFRS),판매비와 관리비(물류원가 등 포함)(*)(IFRS),연구개발비(IFRS),매출액(수익)(*)(IFRS),* (정상)영업손익(보고서기재)(IFRS)
(주)황금에스티,032560,2019/12,6990,18.02,9.52,0.88,0.47,24.18,12.78,1.39,0.73,8.87,4.99,224042305,9554796,6901242,315943,123921978,8413478
(주)황금에스티,032560,2020/12,8080,12.08,4.46,0.64,0.24,0,0,1.11,0.41,13.59,5.4,263773509,10835634,6621349,307786,118011389,7637926
(주)황금에스티,032560,2021/12,8450,7.84,4.62,0.86,0.51,4.78,2.82,1.41,0.83,3.8,11.37,265600353,24689578,7386923,443345,136869419,31435806
(주)황금에스티,032560,2022/12,6970,9.05,4.84,0.83,0.44,0,0,1.26,0.67,3.84,9.42,292166785,22454629,8149818,602236,161284519,27840640
(주)효성,004800,2017/12,139500,19.78,13.22,1.9,1.27,10.14,6.78,0.73,0.49,9.92,9.17,7844283138,316067279,732395011,95649515,8509949686,415424693
(주)효성,004800,2018/12,50000,1.12,0.27,1.95,0.47,0,0,9.6,2.33,6.78,113.03,2120867774,3019515877,51689263,142692,352310815,-22668487
(주)효성,004800,2019/12,79100,47.09,22.27,1.23,0.58,31.54,14.92,6.02,2.85,23.58,2.38,2118763094,43810825,54742394,0,342849813,54364443
(주)효성,004800,2020/12,76400,0,0,0.85,0.48,21.47,12.18,6.13,3.48,22,-2.89,2656659951,-58985143,53495076,0,295491357,56935212
(주)효성,004800,2021/12,94700,6.25,3.58,1.09,0.62,16,9.17,2.57,1.47,4.31,17.6,3114280899,433293273,74391980,0,1053086491,442577612
(주)효성,004800,2022/12,67100,139.6,98.46,0.82,0.58,10.73,7.57,2.67,1.88,0,0.55,2982660266,14338747,72529672,0,749995534,-29311422
(주)후성,093370,2017/12,10150,38.49,18.82,6.56,3.21,22.45,10.98,4.86,2.38,16.68,18.26,285241565,30484993,24886447,5523902,241243453,37824351
(주)후성,093370,2018/12,7420,32.99,18.93,5.32,3.05,26.74,15.35,4.23,2.43,11.82,17.39,377192701,34509025,26822329,5370976,268884514,45639753
(주)후성,093370,2019/12,8170,94.2,44.31,5.68,2.67,27.23,12.81,5.24,2.46,16.99,6.07,414665472,13419127,27562591,6262114,241217521,27244762
(주)후성,093370,2020/12,11800,107.03,38.77,5.04,1.83,23.43,8.48,4.96,1.8,26.02,4.77,415080176,10988083,28899062,7427134,237239900,23092516
(주)후성,093370,2021/12,23100,52.54,17.78,8.98,3.04,43.35,14.67,8.09,2.74,27.53,18.29,429789300,46971590,33594176,9708929,305250826,56182275
(주)후성,093370,2022/12,10700,45.44,17.55,7.17,2.77,37.52,14.49,6.15,2.37,10.97,17.57,554634238,55937358,39810755,10076452,413339538,76175846
(주)휠라홀딩스,081660,2017/12,81600,0,0,2.85,2.11,46.3,34.35,3.08,2.29,162.06,-0.9,666259924,-3389427,194070434,0,342462022,1414941
(주)휠라홀딩스,081660,2018/12,53500,26.95,4.81,4.08,0.73,16.42,2.93,3.23,0.58,53.76,15.28,693451094,59872465,240915279,0,499912857,56453506
(주)휠라홀딩스,081660,2019/12,53000,49.69,23.54,11.36,5.38,66.09,31.32,8.77,4.16,26.22,24.11,814761459,108120895,273141221,0,612236223,112224239
(주)휠라홀딩스,081660,2020/12,43700,0,0,8.32,2.92,0,0,8705.63,3061.59,0,-10.55,662624271,-47523925,9092754,0,376281,-8716473
(주)휠라홀딩스,081660,2021/12,35850,39.97,22.22,8.5,4.72,54.2,30.14,34.19,19.01,24.71,20.24,774385254,90901875,10844757,0,106259524,95414767
(주)휠라홀딩스,081660,2022/12,33250,16.49,11.97,4.74,3.44,16.17,11.74,14.74,10.7,15.86,26.75,774951498,134496269,13004860,0,150464018,137459158
(주)휴니드테크놀러지스,005870,2017/12,11400,11.85,8.01,1.92,1.3,0,0,1.15,0.78,8.2,16.88,147679832,17577615,14752511,1507978,180853581,16809732
(주)휴니드테크놀러지스,005870,2018/12,8000,7.94,3.93,1.99,0.99,4.11,2.04,0.8,0.4,3.71,24.28,227270125,26482992,15422259,754369,261298876,29948019
(주)휴니드테크놀러지스,005870,2019/12,7270,17.71,11.04,1.25,0.78,0,0,0.72,0.45,6.64,7.1,260965122,7964233,17780584,1745176,194668692,8760264
(주)휴니드테크놀러지스,005870,2020/12,5700,36.94,8.77,1.8,0.43,5.95,1.41,1.07,0.25,1.98,4.86,250470543,5712920,17751017,2074768,198074505,10576013
(주)휴니드테크놀러지스,005870,2021/12,8590,11.44,6.17,1.14,0.61,0,0,0.65,0.35,5.13,10.31,267340262,13016424,17252592,2629447,227701908,13294092
(주)휴니드테크놀러지스,005870,2022/12,6050,17.84,8.64,1.16,0.56,3.43,1.66,0.74,0.36,2.32,6.67,304125357,9259054,19979102,4269398,222470898,12661325
(주)휴비스,079980,2017/12,10100,26.36,17.99,1.04,0.71,5.13,3.5,0.37,0.25,9.94,3.8,787780989,13939621,78408777,11322108,993521047,13306461
(주)휴비스,079980,2018/12,7510,126.47,60.49,1.39,0.67,11.18,5.35,0.46,0.22,7.7,1.04,831852513,3764532,73127568,10023108,1041438495,18737279
(주)휴비스,079980,2019/12,6090,36.13,23.37,0.88,0.57,0,0,0.36,0.23,11.75,2.37,790141113,8430816,73393185,10561039,845377168,4312221
(주)휴비스,079980,2020/12,8240,4.26,1.33,0.8,0.25,4.35,1.36,0.45,0.14,4.83,19.85,793223206,77714531,61162348,8148941,733457961,27808207
(주)휴비스,079980,2021/12,8590,143.03,80.16,1.15,0.65,0,0,0.52,0.29,9.5,0.77,741560184,3232137,56456635,9031687,884891965,2363867
(주)휴비스,079980,2022/12,4885,0,0,0.9,0.49,0,0,0.36,0.2,0,-15.05,707458895,-57952687,64866672,7553125,829337951,-71558876
(주)휴스틸,005010,2017/12,15450,17.56,14.65,0.31,0.26,0,0,0.18,0.15,7.49,1.71,663724584,6658085,45570173,0,654716561,24924904
(주)휴스틸,005010,2018/12,11550,21.1,8.67,0.46,0.19,1.79,0.74,0.34,0.14,7.64,2.19,591912001,8729207,24407460,0,537031984,8877875
(주)휴스틸,005010,2019/12,9980,0,0,0.27,0.19,8.07,5.5,0.24,0.16,19.16,-1.17,558633995,-4752871,24050964,0,454522580,-3764449
(주)휴스틸,005010,2020/12,7290,0,0,0.19,0.08,2.76,1.1,0.22,0.09,14.32,-1.38,568193079,-5627854,21868951,0,343239292,-2073247
(주)휴스틸,005010,2021/12,14550,6.77,2.25,0.28,0.09,0,0,0.29,0.1,3.43,4.8,864753852,24431030,23569571,0,562774606,47556089
(주)휴스틸,005010,2022/12,5070,3.25,0.45,0.3,0.04,3.92,0.55,0.28,0.04,2.28,9.78,984915470,65206256,27077823,0,764918713,111707156
AJ네트웍스(주),095570,2017/12,6970,85.6,13.14,5.42,0.83,0,0,5.43,0.83,7.57,6.19,974532773,17777708,243679035,0,280266235,36587200
AJ네트웍스(주),095570,2018/12,4505,0,0,1.45,0.77,0,0,1.09,0.58,6.24,-7.99,1075577283,-22339664,302461375,0,339799798,37338423
AJ네트웍스(주),095570,2019/12,4970,6.18,3.69,1.07,0.64,0,0,0.8,0.48,5.94,17.6,1231565485,50738603,351829140,0,391780284,39951144
AJ네트웍스(주),095570,2020/12,4615,14.41,5.09,0.87,0.31,0,0,0.54,0.19,5.55,5.62,1204137955,17120613,403268181,0,453554892,50286711
AJ네트웍스(주),095570,2021/12,5410,4.63,2.42,0.96,0.5,0,0,0.71,0.37,5.14,22.07,1198209312,74063252,429050139,0,485523716,56473577
AJ네트웍스(주),095570,2022/12,5720,0,0,1.15,0.65,0,0,0.67,0.38,4.91,-0.39,1372062657,-1433692,518457669,0,591933998,73476328
CS홀딩스(주),000590,2017/12,80200,93.85,68.55,0.73,0.53,110.11,80.42,45.29,33.08,73.85,0.77,172056738,1254772,1614455,0,2600156,985702
CS홀딩스(주),000590,2018/12,63900,74.61,38.57,0.77,0.4,59.12,30.56,41.66,21.53,39.68,1.03,172815100,1694355,1828178,0,3034651,1206473
CS홀딩스(주),000590,2019/12,58500,43.7,35.57,0.48,0.39,32.9,26.77,23.72,19.3,26.53,1.09,174070675,1801570,1951865,0,3319943,1368078
CS홀딩스(주),000590,2020/12,59000,116.88,42.91,0.66,0.24,87.13,31.98,32.7,12,19.23,0.56,174454798,936363,2167525,0,3347427,1179901
CS홀딩스(주),000590,2021/12,64100,49.38,27.77,0.69,0.39,55.45,31.18,31.24,17.57,33.82,1.39,176178626,2323809,2351616,0,3673024,1321408
CS홀딩스(주),000590,2022/12,57600,34.07,20.61,0.58,0.35,34.68,20.97,25.63,15.5,22.69,1.69,176731003,2846101,2217553,0,3783456,1565903
HD현대(주),267250,2017/12,381000,,,,,,,,,,,7750711883,219486624,23733129,2356000,465241675,282227537
HD현대(주),267250,2018/12,346000,60.92,39.47,1.52,0.98,39.51,25.6,13.73,8.9,23.49,2.36,8150735598,130596457,43395449,2799000,579338552,337847947
HD현대(주),267250,2019/12,338000,10.74,8.1,1.15,0.87,30.09,22.71,12.88,9.72,27.2,10.4,8583906445,590858298,51723552,2912000,492651093,247640973
HD현대(주),267250,2020/12,283500,63.97,30.24,1.05,0.5,123.62,58.44,14.71,6.95,20.67,1.52,7727859034,86432633,24474800,1200000,375932399,300813982
HD현대(주),267250,2021/12,53700,47.2,8.15,4.43,0.76,738.43,127.5,93.39,16.13,27.03,8.99,8113257344,502088652,14984211,0,253751437,234373280
HD현대(주),267250,2022/12,57100,23.77,16.39,0.99,0.68,22.91,15.8,15.01,10.35,22.73,3.92,8675571050,219293648,20104020,0,347229888,316649815
KG스틸(주),016380,2017/12,7420,0,0,2.7,0.96,3.09,1.1,0.24,0.09,29.68,-100.75,2323882283,-148383192,132879035,1366000,1733421115,-32003467
KG스틸(주),016380,2018/12,6420,0,0,35.39,14.25,0,0,0.23,0.09,41.12,-74.14,2108622029,-64063256,73829799,1298000,1750903867,-4959122
KG스틸(주),016380,2019/12,7800,0,0,0.61,0.17,0,0,0.32,0.09,23.81,-6.73,2045911368,-30861360,74376531,1415000,1688470942,20463279
KG스틸(주),016380,2020/12,11600,50.23,11.67,2.26,0.52,25.76,5.99,1.02,0.24,14.82,4.57,2226734064,42433613,86222039,1862000,2098691006,85469631
KG스틸(주),016380,2021/12,10600,13.96,5.27,2.27,0.86,0,0,0.78,0.3,6.19,17.34,2693634952,180246917,97343872,2039000,3208372156,289648782
KG스틸(주),016380,2022/12,7390,4.98,1.4,1.61,0.45,5.52,1.56,0.71,0.2,4.59,37.97,2935263009,526787734,111416639,2112000,3676462979,325853385
KISCO홀딩스(주),001940,2017/12,74200,25.35,17.92,0.56,0.4,27.42,19.39,22.44,15.87,25.24,2.21,548751136,11998690,3025243,0,13553599,10528356
KISCO홀딩스(주),001940,2018/12,13750,23.61,3.4,0.51,0.07,24.55,3.54,21.12,3.04,23.66,2.15,556395695,11893811,3004011,0,13299529,10295518
KISCO홀딩스(주),001940,2019/12,12800,21.13,16.35,0.49,0.38,20.82,16.11,19.26,14.9,20.84,2.31,565058325,12938277,3064921,0,14194673,11129752
KISCO홀딩스(주),001940,2020/12,14200,23.16,11.71,0.52,0.26,23.92,12.1,20.45,10.34,20.99,2.23,568413702,12607376,3274274,0,14276673,11002399
KISCO홀딩스(주),001940,2021/12,14550,37.6,22.05,0.8,0.47,41.2,24.16,29.84,17.5,22.87,2.07,558112174,11647077,2971830,0,14673671,11701841
KISCO홀딩스(주),001940,2022/12,15650,29.61,18.84,0.63,0.4,48.61,30.93,20.62,13.12,22.74,2.09,560240272,11667619,5667175,80000,16758939,11091764
LG이노텍(주),011070,2017/12,144000,24.66,11.11,2.93,1.32,9.13,4.11,0.62,0.28,7.65,10.67,5391209318,180414448,536606424,314550071,7149756338,266339127
LG이노텍(주),011070,2018/12,86400,31.4,15.42,2.5,1.23,4.18,2.06,0.53,0.26,5.08,6.9,5062817017,128117716,534143495,308144318,7607397531,175707522
LG이노텍(주),011070,2019/12,140000,41.08,23.47,1.95,1.12,5.27,3.01,0.41,0.24,5.32,4.14,5070125627,80658023,569555795,295457355,8042527935,287730671
LG이노텍(주),011070,2020/12,182500,26.46,9.61,2.51,0.91,6.33,2.3,0.53,0.19,4.7,9,5492250317,186482332,552784756,313188475,9290257034,561338855
LG이노텍(주),011070,2021/12,364000,11.24,5.39,3.37,1.62,9.86,4.73,0.61,0.29,5.45,31.18,6989346974,789717006,777109924,394634546,14594815510,1106099812
LG이노텍(주),011070,2022/12,252500,13.62,8.18,3.01,1.81,8.77,5.27,0.51,0.31,4.29,22.3,8668015355,720393793,1021528677,554954055,19092897004,1016233433
LS일렉트릭(주),010120,2017/12,65100,20.98,12.15,2.11,1.22,15.26,8.84,1.1,0.64,10.87,9.09,2086912499,94808192,228333237,40597000,1807454521,143061115
LS일렉트릭(주),010120,2018/12,49000,20.78,11.4,2.3,1.26,14.38,7.89,1.3,0.71,6.74,10.38,2211787822,119393549,224284252,47072000,1905119904,174805721
LS일렉트릭(주),010120,2019/12,54600,15.25,11.63,1.45,1.11,9.71,7.41,0.92,0.7,7.62,8.73,2328541203,109361356,233079972,56294000,1810062924,154683110
LS일렉트릭(주),010120,2020/12,63100,22.37,7.22,1.93,0.62,8.48,2.74,1.28,0.41,9.55,8.02,2351256992,106202772,240195831,63093000,1854586052,113217221
LS일렉트릭(주),010120,2021/12,55800,33.42,21.84,1.83,1.2,17.49,11.43,1.26,0.83,8.53,5.13,2479393760,71012344,253955102,0,1877447872,114654515
LS일렉트릭(주),010120,2022/12,56400,27.37,17.8,1.34,0.87,0,0,0.81,0.53,9.48,4.7,2759774342,67416946,295735890,66937000,2283473364,138175647
OCI(주),010060,2017/12,136000,19.35,10.9,1,0.56,6.18,3.48,1.31,0.74,8.08,5.2,5268314789,168896194,145646054,20398025,2494394059,259173150
OCI(주),010060,2018/12,107000,63.06,26.98,1.35,0.58,7.75,3.31,1.96,0.84,8.61,2.12,4757819272,70724240,140845799,19279358,2276329802,128104823
OCI(주),010060,2019/12,62600,0,0,1.03,0.55,977.31,520.35,1.5,0.8,26.18,-24.15,3796677716,-717594874,136849411,18457333,1766574982,-142377329
OCI(주),010060,2020/12,93000,0,0,0.97,0.27,22.25,6.23,1.84,0.52,0,-10.28,3368975278,-253611327,132462145,17493392,1221978354,-71661235
OCI(주),010060,2021/12,104000,23.27,12.82,1.64,0.91,27.31,15.05,2.58,1.42,11.97,7.15,3523644465,173225488,151468703,16875425,1562391312,205456986
OCI(주),010060,2022/12,80800,26.56,14.55,1.39,0.76,28.34,15.53,1.62,0.89,9.27,5.16,3776905634,131119558,184265999,19834416,2147017066,212653743
SK이노베이션(주),096770,2017/12,204500,12.77,8.52,1.77,1.18,10.76,7.18,6.58,4.39,10.19,12.65,14795190020,1600004912,449090719,110530000,3103342788,1709168894
SK이노베이션(주),096770,2018/12,179500,12.7,9.62,1.86,1.41,10.11,7.66,5.78,4.38,8.07,12.84,15846830095,1675000252,465738507,158096000,3679762542,2052445917
SK이노베이션(주),096770,2019/12,150000,23.42,16.68,1.47,1.05,14.47,10.31,6.17,4.4,10.77,6.08,16355886773,792139635,473366109,145853000,3006128697,1292755280
SK이노베이션(주),096770,2020/12,190000,11.63,3.24,1.35,0.38,9.92,2.77,4.86,1.36,12.68,11.75,17727434534,1592008115,614421417,162592000,3808247747,1329452478
SK이노베이션(주),096770,2021/12,238500,23.3,13.73,2.09,1.23,29.28,17.25,7.7,4.54,27.67,8.93,18467371516,1317007178,588419004,162628000,3986068370,679056388
SK이노베이션(주),096770,2022/12,154000,57.59,29.47,1.76,0.9,48.81,24.97,13.16,6.73,21.34,2.88,19550742827,453183233,236149293,34082000,1983533544,611371885
SNT다이내믹스(주),003570,2017/12,7480,0,0,0.56,0.39,10.46,7.34,0.91,0.64,0,-4.55,813215285,-28425565,59897456,0,370450189,-36005754
SNT다이내믹스(주),003570,2018/12,7200,17,11.59,0.47,0.32,7.89,5.38,0.84,0.57,6.68,2.72,819413362,16332935,26190028,0,331676568,14498066
SNT다이내믹스(주),003570,2019/12,6610,14.41,10.12,0.46,0.32,9.93,6.98,0.94,0.66,6.13,3.19,820998787,19378460,15497861,0,295847915,17766197
SNT다이내믹스(주),003570,2020/12,5890,26.41,16.5,0.4,0.25,4.69,2.93,1.04,0.65,7.15,1.48,815235590,8940255,13346099,0,227822935,14591747
SNT다이내믹스(주),003570,2021/12,8960,6.62,3.11,0.64,0.3,336.94,158.06,1.58,0.74,10.83,9.92,862694071,61763870,14792321,0,258982135,22031644
SNT다이내믹스(주),003570,2022/12,9340,18.65,9.4,0.66,0.33,27.34,13.78,1.33,0.67,10.04,3.49,913694578,22824949,24699792,3569092,320369756,25070424
SNT모티브(주),064960,2017/12,46850,17.46,13.13,1.31,0.99,12.54,9.43,0.98,0.73,5.68,7.33,953781276,47656061,52479893,19059603,852121935,73016558
SNT모티브(주),064960,2018/12,27050,14.6,6.33,1.23,0.53,9.14,3.96,0.94,0.41,3.54,7.99,950075631,53098946,45160297,16406400,822007269,52856246
SNT모티브(주),064960,2019/12,42750,13.49,6.29,1.19,0.56,8.35,3.9,0.93,0.44,3.02,8.84,1020642968,61690347,57566533,14105840,889996132,87828048
SNT모티브(주),064960,2020/12,49400,15.63,6.53,1.14,0.48,6.3,2.63,0.95,0.4,4.29,7.19,1075806483,53519085,44018326,12630265,877370206,88976281
SNT모티브(주),064960,2021/12,47050,14.6,7.42,1.45,0.74,19.31,9.82,1.33,0.67,3.83,10.18,1136568771,81733158,49094424,14827592,899539631,93870483
SNT모티브(주),064960,2022/12,42000,8.24,6.23,0.88,0.66,7.2,5.45,0.75,0.56,3.03,10.55,1219422735,91032057,53299243,15714585,1004821817,113170594
STX엔진(주),077970,2017/12,9150,0,0,5.81,1.76,8.58,2.6,1.26,0.38,19.59,-1.1,820067933,-1187642,29981362,1400747,456725746,16210836
STX엔진(주),077970,2018/12,6750,17.81,5.87,2.03,0.67,0,0,0.78,0.26,11.71,15,867032188,24843550,38853602,5546787,566487468,28424587
STX엔진(주),077970,2019/12,6780,15.6,10.17,1.11,0.72,3.54,2.31,0.43,0.28,10.71,6.91,817081809,15939294,28240654,3735447,577489943,25111082
STX엔진(주),077970,2020/12,7280,9.82,3.83,1.02,0.4,4.51,1.76,0.46,0.18,13.36,10.48,799354932,26048330,31292211,1947706,557769781,11517588
STX엔진(주),077970,2021/12,9600,0,0,2.03,0.66,29.16,9.55,1.17,0.38,28.3,-0.76,823074240,-2030158,29482107,2525350,458282068,237203
STX엔진(주),077970,2022/12,13450,0,0,2.23,1.03,22.6,10.38,1.05,0.48,297.22,-10.7,837547156,-28089214,35972904,3051600,514735383,-11885691
STX중공업(주),071970,2017/12,4605,1.9,0.04,10,0.21,209.63,4.38,5.68,0.12,2.63,0,744332662,737241309,5485710,0,246721178,29227983
STX중공업(주),071970,2018/12,5670,0,0,1.45,0.18,18.85,2.38,1.02,0.13,0,-70.45,567037791,-105684411,15005957,0,214807699,-14478826
STX중공업(주),071970,2019/12,3055,0,0,1.79,0.49,0,0,0.9,0.24,0,-25.29,447396474,-35849931,24026487,0,253982739,-10677632
STX중공업(주),071970,2020/12,3860,66.76,12.71,1.12,0.21,12.61,2.4,0.83,0.16,45.3,1.86,433002996,2799006,24643054,0,226484380,1607317
STX중공업(주),071970,2021/12,4740,0,0,2.63,0.59,25.35,5.68,2.95,0.66,0,-5.27,395553795,-8453764,21861783,0,133488769,-8013558
STX중공업(주),071970,2022/12,7080,14.78,5.99,1.24,0.5,0,0,1.34,0.54,21.87,9.33,392020563,15857703,16281320,0,174916295,10861147
가온전선(주),000500,2017/12,22950,134.44,105.77,0.45,0.35,0,0,0.15,0.12,14.65,0.32,505917314,841734,28476733,0,753750274,6265916
가온전선(주),000500,2018/12,17000,394.73,180.46,0.57,0.26,5.57,2.55,0.19,0.09,14.25,0.14,494369790,363095,29131459,0,752555194,3907098
가온전선(주),000500,2019/12,23300,18.25,11.15,0.43,0.26,0,0,0.14,0.09,15.86,2.28,485428366,5858884,30719577,0,757146962,5641948
가온전선(주),000500,2020/12,21800,16.8,5.43,0.51,0.17,21.57,6.97,0.17,0.05,9.79,3.01,498781195,7776569,33192625,0,771379307,12385696
가온전선(주),000500,2021/12,23800,23.57,9.51,0.79,0.32,0,0,0.23,0.09,10.83,3.32,604022609,8774408,42172694,0,906022358,13688939
가온전선(주),000500,2022/12,19500,18.35,8.47,0.44,0.2,5.33,2.46,0.11,0.05,6.99,2.49,692740658,7026979,56571543,0,1186678750,24052569
강남제비스코(주),000860,2017/12,37450,17.17,13.27,0.85,0.65,12.57,9.71,1.05,0.81,11.92,4.97,406632324,16654666,30638807,0,272342779,12376995
강남제비스코(주),000860,2018/12,25000,73.59,44.8,0.72,0.44,40.55,24.69,0.94,0.57,40.43,0.96,401452063,3308075,30146103,0,259115677,-1028785
강남제비스코(주),000860,2019/12,20350,357.64,219.33,0.6,0.37,22.24,13.64,0.79,0.48,32.99,0.16,396593056,561596,32903526,0,254948075,-7709510
강남제비스코(주),000860,2020/12,22000,21.83,10.17,0.47,0.22,5.52,2.57,0.62,0.29,14.92,2.16,419566307,7352890,30413431,0,259899945,-6158398
강남제비스코(주),000860,2021/12,24950,0,0,0.76,0.43,0,0,0.78,0.44,0,-11.11,425745704,-36054494,33628214,0,296835997,-26554851
강남제비스코(주),000860,2022/12,20750,0,0,0.68,0.47,0,0,0.55,0.38,0,-11.65,444162398,-33816348,33782026,0,332550640,-21248415
경인전자(주),009140,2017/12,19700,0,0,0.79,0.58,31.79,23.19,4.82,3.51,0,-0.9,55800565,-484126,1783120,10051,8741249,-258728
경인전자(주),009140,2018/12,21750,433.24,176.44,1.44,0.59,694.95,283.02,9.67,3.94,0,0.33,54456065,174939,1892014,29873,7834328,-519478
경인전자(주),009140,2019/12,20600,144.56,58.92,1.36,0.55,81.96,33.4,13.52,5.51,0,0.93,54260449,487901,1819067,47831,5215908,-807915
경인전자(주),009140,2020/12,25050,0,0,1.05,0.46,0,0,4.99,2.2,73.03,-1.01,53405039,-518402,1876727,45401,10514134,123656
경인전자(주),009140,2021/12,36800,32.12,17.84,1.28,0.71,0,0,4.32,2.4,39.56,4.02,57237990,2068705,2409524,40626,15381397,1096585
경인전자(주),009140,2022/12,24200,14.42,8.45,1.04,0.61,12.16,7.12,6.05,3.54,206.04,7.53,61666210,4154485,2496136,231235,9908181,-38964
계룡건설산업(주),013580,2017/12,17300,4.01,2.61,0.59,0.38,0,0,0.12,0.08,5.39,15.53,1215806878,44411500,64892052,0,1481463089,78688035
계룡건설산업(주),013580,2018/12,21750,4.65,2.38,0.9,0.46,2.14,1.09,0.19,0.1,3.6,19.78,1320126167,63792928,58524232,0,1533433178,99416015
계룡건설산업(주),013580,2019/12,20250,3.1,1.99,0.64,0.41,0,0,0.16,0.1,4.07,22.15,1534677300,83077813,52011089,0,1649389656,116922457
계룡건설산업(주),013580,2020/12,28000,2.68,0.73,0.54,0.15,1.38,0.38,0.17,0.05,2.6,21.94,1539768324,101814091,61556866,0,1571292960,151990194
계룡건설산업(주),013580,2021/12,32600,2.68,1.59,0.62,0.37,3.01,1.79,0.21,0.13,1.92,25.56,1722670383,149700379,55446301,36596,1870762289,203621424
계룡건설산업(주),013580,2022/12,18200,6.57,2.52,0.55,0.21,6.8,2.6,0.19,0.07,3.05,8.58,1800240035,58220411,79997173,10759,2052333741,96367097
계양전기(주),012200,2017/12,4510,27.28,20.48,1.16,0.87,9.6,7.21,0.62,0.46,6.97,4.11,248233750,7303305,54919575,4027867,323602676,10831919
계양전기(주),012200,2018/12,3350,26.73,13.13,1.14,0.56,0,0,0.56,0.27,5.77,4.07,260405484,7364980,56459490,2942140,353546149,11991220
계양전기(주),012200,2019/12,2865,0,0,0.81,0.53,0,0,0.38,0.25,8.11,-1.4,265634755,-2517868,54762888,2336794,365594740,4573892
계양전기(주),012200,2020/12,4320,18.4,5.93,0.96,0.31,8.34,2.69,0.48,0.15,11.56,5.18,279067178,9407953,52078233,2755144,363208328,3933856
계양전기(주),012200,2021/12,4085,0,0,1.21,0.7,0,0,0.57,0.33,13.94,-3.96,267376649,-7406511,53947594,2551292,376258561,2375364
계양전기(주),012200,2022/12,3170,0,0,1.17,0.62,0,0,0.4,0.21,142.44,-17.98,274409572,-27580449,57060336,2488932,362961298,-8711396
고려산업(주),002140,2017/12,2690,43.23,12.61,2.78,0.81,66.71,19.46,1.32,0.38,15.38,6.48,169236176,5123273,21167534,0,167855863,6007784
고려산업(주),002140,2018/12,2170,35.22,13.57,1.3,0.5,0,0,0.71,0.27,19.87,3.63,198356340,3041508,19647722,0,151001858,4512561
고려산업(주),002140,2019/12,3360,32.92,12.44,1.57,0.59,13.84,5.23,0.72,0.27,15.87,4.72,191884060,4098127,21687737,2574,186152585,5188772
고려산업(주),002140,2020/12,4900,23.71,5.52,1.52,0.36,0,0,0.76,0.18,17.53,6.44,200216838,5869110,20183508,0,183906293,7481861
고려산업(주),002140,2021/12,2910,47.8,22.88,1.44,0.69,8.66,4.15,0.66,0.32,22.37,2.96,221301230,2807106,22586283,0,203466117,3348438
고려산업(주),002140,2022/12,3470,159.47,38.96,3.15,0.77,0,0,1.09,0.27,21.12,1.93,252929703,1853171,22362409,0,272260521,5775173
고려아연(주),010130,2017/12,493000,19.49,13.78,1.86,1.32,15.28,10.81,1.9,1.34,9.34,9.56,6304117204,530648641,101147874,0,5452393303,761189745
고려아연(주),010130,2018/12,432500,22.12,14.95,1.77,1.2,14.22,9.61,1.84,1.25,9.05,7.85,6454453449,460562560,70497520,0,5527738464,647503325
고려아연(주),010130,2019/12,425000,16.39,13.33,1.53,1.24,14.59,11.87,1.78,1.45,7.97,9.2,6942417554,567066366,73893298,0,5218822665,729247694
고려아연(주),010130,2020/12,401500,15.7,9.3,1.38,0.82,21.99,13.02,1.56,0.92,7.48,8.63,7515657795,561284702,79011023,0,5652149468,780769550
고려아연(주),010130,2021/12,511000,15.62,9.87,1.74,1.1,15.62,9.87,1.64,1.04,8.21,10.91,8321229495,753966394,87061431,0,7162506078,924590389
고려아연(주),010130,2022/12,564000,20.08,12.93,1.65,1.07,16.69,10.74,1.63,1.05,9.62,8.43,10091235345,656193706,134893435,0,8081377635,931364084
고려제강(주),002240,2017/12,32800,41.69,30.67,0.75,0.55,20.5,15.08,1.71,1.26,14.3,1.79,1381863487,18868400,55141661,0,459185339,22034609
고려제강(주),002240,2018/12,23250,37.52,20.47,0.68,0.37,21.05,11.49,1.55,0.84,11.37,1.8,1374719467,19244519,44287673,0,467174937,26658071
고려제강(주),002240,2019/12,20550,28.11,19.1,0.53,0.36,27.83,18.91,1.15,0.78,10.9,1.87,1403851194,20207606,44366062,0,495658416,30148853
고려제강(주),002240,2020/12,14700,37.43,18.76,0.41,0.2,4.78,2.4,1,0.5,8.21,1.08,1357038829,11727397,43513306,0,437062777,28478929
고려제강(주),002240,2021/12,19450,17.42,7.14,0.68,0.28,25.2,10.33,1.54,0.63,9.48,3.93,1398329842,43956830,42578935,0,496814840,36735973
고려제강(주),002240,2022/12,19500,15.16,8.41,0.59,0.32,83.29,46.19,1.22,0.68,8.91,3.88,1426860291,45128788,45727542,0,559167200,43001257
광동제약(주),009290,2017/12,8750,21.03,17.3,1.33,1.09,22.93,18.86,0.73,0.6,10.87,6.35,584095470,23850108,189411866,1513248,688537398,36867363
광동제약(주),009290,2018/12,6850,25.42,12.33,1.49,0.72,21.64,10.5,0.84,0.41,8.87,5.87,589159068,22991600,185817073,4178917,697077550,33753962
